Uniprot	InterPro	Domain	Database.ID	Start	End
Q9A097	IPR006204	GHMP kinase N-terminal domain	PF00288	92	139
Q9A097	IPR014721	Ribosomal protein S5 domain 2-type fold, subgroup	G3DSA:3.30.230.10	1	174
Q9A097	IPR020568	Ribosomal protein S5 domain 2-type fold	SSF54211	5	174
Q9A097	IPR029765	Diphosphomevalonate decarboxylase	TIGR01240	6	302
Q9A097	IPR036554	GHMP kinase, C-terminal domain superfamily	G3DSA:3.30.70.890	175	314
Q9A097	IPR036554	GHMP kinase, C-terminal domain superfamily	SSF55060	169	301
Q9A097	IPR041431	Mvd1, C-terminal	PF18376	172	302
Q9A098	IPR006204	GHMP kinase N-terminal domain	PF00288	83	145
Q9A098	IPR006205	Mevalonate kinase	TIGR00549	15	270
Q9A098	IPR013750	GHMP kinase, C-terminal domain	PF08544	210	288
Q9A098	IPR014721	Ribosomal protein S5 domain 2-type fold, subgroup	G3DSA:3.30.230.10	6	163
Q9A098	IPR020568	Ribosomal protein S5 domain 2-type fold	SSF54211	6	154
Q9A098	IPR036554	GHMP kinase, C-terminal domain superfamily	G3DSA:3.30.70.890	164	297
Q9A098	IPR036554	GHMP kinase, C-terminal domain superfamily	SSF55060	165	295
Q9A099	IPR003594	Histidine kinase/HSP90-like ATPase	PF02518	302	400
Q9A099	IPR003594	Histidine kinase/HSP90-like ATPase	SM00387	300	410
Q9A099	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	PF00512	195	255
Q9A099	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	SM00388	194	256
Q9A099	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	cd00082	193	252
Q9A099	IPR005467	Histidine kinase domain	PS50109	201	410
Q9A099	IPR036097	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain superfamily	SSF47384	188	255
Q9A099	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	G3DSA:3.30.565.10	258	410
Q9A099	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	SSF55874	262	402
Q9A0A0	IPR001789	Signal transduction response regulator, receiver domain	PF00072	3	112
Q9A0A0	IPR001789	Signal transduction response regulator, receiver domain	PS50110	2	116
Q9A0A0	IPR001789	Signal transduction response regulator, receiver domain	SM00448	1	112
Q9A0A0	IPR001789	Signal transduction response regulator, receiver domain	cd00156	4	115
Q9A0A0	IPR001867	OmpR/PhoB-type DNA-binding domain	PF00486	145	217
Q9A0A0	IPR001867	OmpR/PhoB-type DNA-binding domain	PS51755	124	222
Q9A0A0	IPR001867	OmpR/PhoB-type DNA-binding domain	SM00862	144	219
Q9A0A0	IPR001867	OmpR/PhoB-type DNA-binding domain	cd00383	132	209
Q9A0A0	IPR011006	CheY-like superfamily	SSF52172	1	129
Q9A0A0	IPR016032	Signal transduction response regulator, C-terminal effector	SSF46894	121	215
Q9A0A0	IPR036388	Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	127	221
Q9A0A0	IPR039420	Transcriptional regulatory protein WalR-like	PTHR26402	1	219
Q9A0A1	IPR007685	RelA/SpoT	PF04607	53	177
Q9A0A1	IPR007685	RelA/SpoT	SM00954	53	180
Q9A0A1	IPR007685	RelA/SpoT	cd05399	50	168
Q9A0A1	IPR043519	Nucleotidyltransferase superfamily	G3DSA:3.30.460.10	11	161
Q9A0A1	IPR043519	Nucleotidyltransferase superfamily	SSF81301	17	211
Q9A0A2	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type	PF00149	34	293
Q9A0A2	IPR006146	5'-Nucleotidase, conserved site	PS00786	119	130
Q9A0A2	IPR006179	5'-Nucleotidase/apyrase	PR01607	30	48
Q9A0A2	IPR006179	5'-Nucleotidase/apyrase	PR01607	275	298
Q9A0A2	IPR006179	5'-Nucleotidase/apyrase	PR01607	429	452
Q9A0A2	IPR006179	5'-Nucleotidase/apyrase	PR01607	504	523
Q9A0A2	IPR006179	5'-Nucleotidase/apyrase	PTHR11575	24	568
Q9A0A2	IPR008334	5'-Nucleotidase, C-terminal	PF02872	368	530
Q9A0A2	IPR019931	LPXTG cell wall anchor domain	PS50847	637	670
Q9A0A2	IPR029052	Metallo-dependent phosphatase-like	G3DSA:3.60.21.10	24	368
Q9A0A2	IPR036907	5'-Nucleotidase, C-terminal domain superfamily	G3DSA:3.90.780.10	369	571
Q9A0A2	IPR036907	5'-Nucleotidase, C-terminal domain superfamily	SSF55816	366	553
Q9A0A2	IPR041831	Endonuclease YhcR, metallophosphatase domain	cd07412	32	338
Q9A0A3	IPR023635	Peptide deformylase	PF01327	10	136
Q9A0A3	IPR023635	Peptide deformylase	PIRSF004749	2	136
Q9A0A3	IPR023635	Peptide deformylase	PR01576	30	59
Q9A0A3	IPR023635	Peptide deformylase	PR01576	83	94
Q9A0A3	IPR023635	Peptide deformylase	PR01576	113	136
Q9A0A3	IPR023635	Peptide deformylase	PTHR10458	35	136
Q9A0A3	IPR023635	Peptide deformylase	cd00487	5	136
Q9A0A3	IPR036821	Peptide deformylase superfamily	G3DSA:3.90.45.10	2	136
Q9A0A3	IPR036821	Peptide deformylase superfamily	SSF56420	11	136
Q9A0A4	IPR003439	ABC transporter-like	PF00005	20	184
Q9A0A4	IPR003439	ABC transporter-like	PF00005	333	466
Q9A0A4	IPR003439	ABC transporter-like	PS50893	4	252
Q9A0A4	IPR003439	ABC transporter-like	PS50893	317	535
Q9A0A4	IPR003593	AAA+ ATPase domain	SM00382	28	229
Q9A0A4	IPR003593	AAA+ ATPase domain	SM00382	341	520
Q9A0A4	IPR017871	ABC transporter, conserved site	PS00211	156	170
Q9A0A4	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	6	239
Q9A0A4	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	306	524
Q9A0A4	IPR032524	ABC transporter Uup, C-terminal	PF16326	556	621
Q9A0A4	IPR032781	ABC-transporter extension domain	PF12848	223	296
Q9A0A4	IPR037118	Valyl-tRNA synthetase, tRNA-binding arm superfamily	G3DSA:1.10.287.380	548	624
Q9A0A5	IPR002646	Poly A polymerase, head domain	PF01743	27	147
Q9A0A5	IPR002646	Poly A polymerase, head domain	cd05398	11	143
Q9A0A5	IPR023068	CCA-adding enzyme, firmicutes	MF_01263	6	400
Q9A0A5	IPR032810	CCA-adding enzyme, C-terminal	PF13735	250	396
Q9A0A5	IPR032828	tRNA nucleotidyltransferase/poly(A) polymerase, RNA and SrmB- binding domain	PF12627	174	233
Q9A0A5	IPR043519	Nucleotidyltransferase superfamily	G3DSA:3.30.460.10	7	149
Q9A0A5	IPR043519	Nucleotidyltransferase superfamily	SSF81301	10	144
Q9A0A6	IPR003797	DegV	PF02645	2	280
Q9A0A6	IPR003797	DegV	PS51482	3	280
Q9A0A6	IPR003797	DegV	TIGR00762	4	278
Q9A0A6	IPR043168	DegV, C-terminal domain	G3DSA:3.30.1180.10	156	282
Q9A0A7	IPR009530	Protein of unknown function DUF1149	PF06619	1	124
Q9A0A7	IPR009530	Protein of unknown function DUF1149	PIRSF031568	1	126
Q9A0A7	IPR035958	SecB-like superfamily	G3DSA:3.10.420.10	1	126
Q9A0A7	IPR035958	SecB-like superfamily	SSF54611	1	124
Q9A0A8	IPR002901	Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase-like domain	PF01832	54	187
Q9A0A8	IPR002901	Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase-like domain	SM00047	38	192
Q9A0A9	IPR002901	Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase-like domain	PF01832	58	190
Q9A0A9	IPR002901	Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase-like domain	SM00047	38	195
Q9A0B0	IPR002178	PTS EIIA type-2 domain	PF00359	6	148
Q9A0B0	IPR002178	PTS EIIA type-2 domain	PS51094	5	149
Q9A0B0	IPR003352	Phosphotransferase system, EIIC	PF02378	296	592
Q9A0B0	IPR003353	Phosphotransferase system, fructose-specific IIB subunit	TIGR00829	167	249
Q9A0B0	IPR003353	Phosphotransferase system, fructose-specific IIB subunit	cd05569	166	261
Q9A0B0	IPR003501	Phosphotransferase system, EIIB component, type 2/3	PF02302	168	256
Q9A0B0	IPR004715	Phosphotransferase system, IIA component fructose subfamily	TIGR00848	6	133
Q9A0B0	IPR006327	Phosphotransferase system, fructose IIC component	TIGR01427	282	644
Q9A0B0	IPR013011	Phosphotransferase system, EIIB component, type 2	PS51099	166	261
Q9A0B0	IPR013014	Phosphotransferase system, EIIC component, type 2	PS51104	289	648
Q9A0B0	IPR016152	Phosphotransferase/anion transporter	G3DSA:3.40.930.10	1	156
Q9A0B0	IPR016152	Phosphotransferase/anion transporter	SSF55804	1	148
Q9A0B0	IPR036095	PTS system IIB component-like superfamily	SSF52794	166	264
Q9A0B1	IPR002173	Carbohydrate/purine kinase, PfkB, conserved site	PS00584	243	256
Q9A0B1	IPR011611	Carbohydrate kinase PfkB	PF00294	11	280
Q9A0B1	IPR017583	Tagatose/fructose phosphokinase	PIRSF000535	1	303
Q9A0B1	IPR017583	Tagatose/fructose phosphokinase	TIGR03168	2	301
Q9A0B1	IPR017583	Tagatose/fructose phosphokinase	cd01164	1	286
Q9A0B1	IPR022463	Fructose 1-phosphate kinase	TIGR03828	2	301
Q9A0B1	IPR029056	Ribokinase-like	G3DSA:3.40.1190.20	1	303
Q9A0B1	IPR029056	Ribokinase-like	SSF53613	1	282
Q9A0B2	IPR001034	DeoR-type HTH domain	PF08220	4	51
Q9A0B2	IPR001034	DeoR-type HTH domain	PR00037	14	28
Q9A0B2	IPR001034	DeoR-type HTH domain	PR00037	28	46
Q9A0B2	IPR001034	DeoR-type HTH domain	PS51000	1	48
Q9A0B2	IPR001034	DeoR-type HTH domain	SM00420	4	48
Q9A0B2	IPR014036	DeoR C-terminal sensor domain	PF00455	65	216
Q9A0B2	IPR036390	Winged helix DNA-binding domain superfamily	SSF46785	5	56
Q9A0B2	IPR037171	NagB/RpiA transferase-like	SSF100950	64	217
Q9A0B4	IPR003352	Phosphotransferase system, EIIC	PF13303	15	348
Q9A0B5	IPR022890	Ferredoxin--NADP reductase, type 2	MF_01685	5	328
Q9A0B5	IPR023753	FAD/NAD(P)-binding domain	PF07992	6	295
Q9A0B5	IPR036188	FAD/NAD(P)-binding domain superfamily	G3DSA:3.50.50.60	6	304
Q9A0B5	IPR036188	FAD/NAD(P)-binding domain superfamily	G3DSA:3.50.50.60	127	246
Q9A0B5	IPR036188	FAD/NAD(P)-binding domain superfamily	SSF51905	2	313
Q9A0B6	IPR002649	tRNA (guanine-N1-)-methyltransferase, bacteria	MF_00605	1	243
Q9A0B6	IPR002649	tRNA (guanine-N1-)-methyltransferase, bacteria	PIRSF000386	1	242
Q9A0B6	IPR002649	tRNA (guanine-N1-)-methyltransferase, bacteria	PTHR46417	1	237
Q9A0B6	IPR002649	tRNA (guanine-N1-)-methyltransferase, bacteria	TIGR00088	1	228
Q9A0B6	IPR016009	tRNA methyltransferase TRMD/TRM10-type domain	PF01746	22	215
Q9A0B6	IPR023148	tRNA (guanine-N1-)-methyltransferase, C-terminal	G3DSA:1.10.1270.20	170	241
Q9A0B6	IPR029026	tRNA (guanine-N1-)-methyltransferase, N-terminal	G3DSA:3.40.1280.10	1	169
Q9A0B6	IPR029028	Alpha/beta knot methyltransferases	SSF75217	1	239
Q9A0B7	IPR001647	DNA-binding HTH domain, TetR-type	PF00440	16	60
Q9A0B7	IPR001647	DNA-binding HTH domain, TetR-type	PS50977	8	68
Q9A0B7	IPR009057	Homeobox-like domain superfamily	SSF46689	4	70
Q9A0B7	IPR039532	Transcriptional regulator TetR, C-terminal, Firmicutes type	PF14278	76	172
Q9A0B8	IPR002524	Cation efflux protein	PF01545	8	191
Q9A0B8	IPR002524	Cation efflux protein	TIGR01297	4	273
Q9A0B8	IPR027469	Cation efflux transmembrane domain superfamily	G3DSA:1.20.1510.10	3	195
Q9A0B8	IPR027469	Cation efflux transmembrane domain superfamily	SSF161111	4	197
Q9A0B9	IPR011576	Pyridoxamine 5'-phosphate oxidase, putative	PF01243	2	87
Q9A0B9	IPR012349	FMN-binding split barrel	G3DSA:2.30.110.10	1	133
Q9A0C0	IPR019931	LPXTG cell wall anchor domain	PS50847	975	1008
Q9A0C0	IPR026906	BspA type Leucine rich repeat region	PF13306	219	335
Q9A0C0	IPR026906	BspA type Leucine rich repeat region	PF13306	463	579
Q9A0C0	IPR032675	Leucine-rich repeat domain superfamily	G3DSA:3.80.10.10	95	369
Q9A0C0	IPR032675	Leucine-rich repeat domain superfamily	G3DSA:3.80.10.10	412	560
Q9A0C0	IPR032675	Leucine-rich repeat domain superfamily	G3DSA:3.80.10.10	561	694
Q9A0C1	IPR009019	K homology domain superfamily, prokaryotic type	SSF54814	11	61
Q9A0C1	IPR015946	K homology domain-like, alpha/beta	G3DSA:3.30.300.20	2	79
Q9A0C1	IPR020627	Uncharacterised protein family UPF0109	MF_00088	4	77
Q9A0C1	IPR020627	Uncharacterised protein family UPF0109	PTHR34654	2	78
Q9A0C2	IPR017946	PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily	G3DSA:3.20.20.190	321	559
Q9A0C2	IPR017946	PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily	SSF51695	329	556
Q9A0C2	IPR018476	Glycerophosphoryl diester phosphodiesterase, membrane domain	PF10110	5	315
Q9A0C2	IPR030395	Glycerophosphodiester phosphodiesterase domain	PF03009	333	431
Q9A0C2	IPR030395	Glycerophosphodiester phosphodiesterase domain	PS51704	328	556
Q9A0C3	IPR003838	ABC transporter permease protein domain	PF02687	311	399
Q9A0C3	IPR025857	MacB-like periplasmic core domain	PF12704	18	234
Q9A0C4	IPR003439	ABC transporter-like	PF00005	20	168
Q9A0C4	IPR003439	ABC transporter-like	PS50893	1	227
Q9A0C4	IPR003593	AAA+ ATPase domain	SM00382	29	216
Q9A0C4	IPR017871	ABC transporter, conserved site	PS00211	141	155
Q9A0C4	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	2	223
Q9A0C5	IPR006143	RND efflux pump, membrane fusion protein	TIGR01730	50	395
Q9A0C5	IPR032317	RND efflux pump, membrane fusion protein, barrel-sandwich domain	PF16576	88	273
Q9A0C6	IPR005479	Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain	PF02786	128	333
Q9A0C6	IPR005479	Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain	PF02786	666	866
Q9A0C6	IPR005479	Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain	PS00866	164	178
Q9A0C6	IPR005479	Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain	PS00866	702	716
Q9A0C6	IPR005479	Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain	PS00867	296	303
Q9A0C6	IPR005479	Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain	PS00867	830	837
Q9A0C6	IPR005480	Carbamoyl-phosphate synthetase, large subunit oligomerisation domain	PF02787	424	498
Q9A0C6	IPR005480	Carbamoyl-phosphate synthetase, large subunit oligomerisation domain	SM01096	420	540
Q9A0C6	IPR005483	Carbamoyl-phosphate synthase large subunit, CPSase domain	PR00098	19	33
Q9A0C6	IPR005483	Carbamoyl-phosphate synthase large subunit, CPSase domain	PR00098	48	58
Q9A0C6	IPR005483	Carbamoyl-phosphate synthase large subunit, CPSase domain	PR00098	168	180
Q9A0C6	IPR005483	Carbamoyl-phosphate synthase large subunit, CPSase domain	PR00098	204	223
Q9A0C6	IPR005483	Carbamoyl-phosphate synthase large subunit, CPSase domain	PR00098	239	256
Q9A0C6	IPR005483	Carbamoyl-phosphate synthase large subunit, CPSase domain	PR00098	296	325
Q9A0C6	IPR005483	Carbamoyl-phosphate synthase large subunit, CPSase domain	PR00098	378	396
Q9A0C6	IPR006275	Carbamoyl-phosphate synthase, large subunit	MF_01210_A	5	1058
Q9A0C6	IPR006275	Carbamoyl-phosphate synthase, large subunit	MF_01210_B	1	1057
Q9A0C6	IPR006275	Carbamoyl-phosphate synthase, large subunit	TIGR01369	2	1047
Q9A0C6	IPR011607	Methylglyoxal synthase-like domain	PF02142	950	1036
Q9A0C6	IPR011607	Methylglyoxal synthase-like domain	PS51855	930	1058
Q9A0C6	IPR011607	Methylglyoxal synthase-like domain	SM00851	949	1036
Q9A0C6	IPR011761	ATP-grasp fold	PS50975	133	327
Q9A0C6	IPR011761	ATP-grasp fold	PS50975	671	861
Q9A0C6	IPR016185	Pre-ATP-grasp domain superfamily	SSF52440	1	127
Q9A0C6	IPR016185	Pre-ATP-grasp domain superfamily	SSF52440	550	668
Q9A0C6	IPR033937	Carbamoyl-phosphate synthase large chain, methylglyoxal synthase-like domain	cd01424	936	1046
Q9A0C6	IPR036897	Carbamoyl-phosphate synthetase, large subunit oligomerisation domain superfamily	G3DSA:1.10.1030.10	403	546
Q9A0C6	IPR036897	Carbamoyl-phosphate synthetase, large subunit oligomerisation domain superfamily	SSF48108	395	547
Q9A0C6	IPR036914	Methylglyoxal synthase-like domain superfamily	G3DSA:3.40.50.1380	930	1057
Q9A0C6	IPR036914	Methylglyoxal synthase-like domain superfamily	SSF52335	936	1052
Q9A0C9	IPR006042	Xanthine/uracil permease	PS01116	339	359
Q9A0C9	IPR006042	Xanthine/uracil permease	TIGR00801	17	412
Q9A0C9	IPR006043	Xanthine/uracil/vitamin C permease	PF00860	19	390
Q9A0C9	IPR029935	Uracil permease	PTHR11119:SF49	13	417
Q9A0D0	IPR000836	Phosphoribosyltransferase domain	PF00156	4	156
Q9A0D0	IPR000836	Phosphoribosyltransferase domain	cd06223	15	143
Q9A0D0	IPR023050	Bifunctional protein PyrR	MF_01219	3	171
Q9A0D0	IPR029057	Phosphoribosyltransferase-like	G3DSA:3.40.50.2020	1	173
Q9A0D0	IPR029057	Phosphoribosyltransferase-like	SSF53271	5	167
Q9A0D1	IPR002942	RNA-binding S4 domain	PF01479	10	55
Q9A0D1	IPR002942	RNA-binding S4 domain	PS50889	10	68
Q9A0D1	IPR002942	RNA-binding S4 domain	SM00363	10	69
Q9A0D1	IPR002942	RNA-binding S4 domain	cd00165	10	87
Q9A0D1	IPR006145	Pseudouridine synthase, RsuA/RluA	PF00849	83	235
Q9A0D1	IPR006145	Pseudouridine synthase, RsuA/RluA	cd02869	83	267
Q9A0D1	IPR006224	Pseudouridine synthase, RluC/RluD, conserved site	PS01129	128	142
Q9A0D1	IPR006225	Pseudouridine synthase, RluC/RluD	TIGR00005	8	294
Q9A0D1	IPR020103	Pseudouridine synthase, catalytic domain superfamily	SSF55120	67	294
Q9A0D1	IPR036986	RNA-binding S4 domain superfamily	G3DSA:3.10.290.10	1	64
Q9A0D2	IPR001872	Peptidase A8, signal peptidase II	MF_00161	1	151
Q9A0D2	IPR001872	Peptidase A8, signal peptidase II	PF01252	11	144
Q9A0D2	IPR001872	Peptidase A8, signal peptidase II	PR00781	48	56
Q9A0D2	IPR001872	Peptidase A8, signal peptidase II	PR00781	92	107
Q9A0D2	IPR001872	Peptidase A8, signal peptidase II	PR00781	126	142
Q9A0D2	IPR001872	Peptidase A8, signal peptidase II	PS00855	95	107
Q9A0D2	IPR001872	Peptidase A8, signal peptidase II	PTHR33695	5	149
Q9A0D2	IPR001872	Peptidase A8, signal peptidase II	TIGR00077	4	144
Q9A0D3	IPR000847	Transcription regulator HTH, LysR	PF00126	3	61
Q9A0D3	IPR000847	Transcription regulator HTH, LysR	PR00039	18	29
Q9A0D3	IPR000847	Transcription regulator HTH, LysR	PR00039	29	39
Q9A0D3	IPR000847	Transcription regulator HTH, LysR	PR00039	39	50
Q9A0D3	IPR000847	Transcription regulator HTH, LysR	PS50931	1	58
Q9A0D3	IPR005119	LysR, substrate-binding	PF03466	99	295
Q9A0D3	IPR036388	Winged helix-like DNA-binding domain superfamily	G3DSA:1.10.10.10	1	93
Q9A0D3	IPR036390	Winged helix DNA-binding domain superfamily	SSF46785	1	84
Q9A0D5	IPR007422	Cysteine protease Prp	PF04327	1	103
Q9A0D5	IPR007422	Cysteine protease Prp	PTHR39178	1	104
Q9A0D5	IPR007422	Cysteine protease Prp	cd16332	1	104
Q9A0D5	IPR036764	Cysteine protease Prp superfamily	G3DSA:3.30.70.1490	1	108
Q9A0D5	IPR036764	Cysteine protease Prp superfamily	SSF118010	1	105
Q9A0D6	IPR001787	Ribosomal protein L21	MF_01363	3	104
Q9A0D6	IPR001787	Ribosomal protein L21	TIGR00061	4	102
Q9A0D6	IPR018258	Ribosomal protein L21, conserved site	PS01169	73	95
Q9A0D6	IPR028909	Ribosomal protein L21-like	PF00829	4	102
Q9A0D6	IPR028909	Ribosomal protein L21-like	PTHR21349	2	104
Q9A0D6	IPR036164	L21-like superfamily	SSF141091	4	103
Q9A0D7	IPR019079	Capsule synthesis protein, CapA	PF09587	86	332
Q9A0D7	IPR019079	Capsule synthesis protein, CapA	SM00854	85	332
Q9A0D7	IPR019079	Capsule synthesis protein, CapA	cd07381	86	330
Q9A0D7	IPR029052	Metallo-dependent phosphatase-like	G3DSA:3.60.21.10	142	370
Q9A0D8	IPR003720	tRNA sulfurtransferase ThiI	MF_00021	1	404
Q9A0D8	IPR003720	tRNA sulfurtransferase ThiI	TIGR00342	6	371
Q9A0D8	IPR004114	THUMP domain	PF02926	48	163
Q9A0D8	IPR004114	THUMP domain	PS51165	60	165
Q9A0D8	IPR004114	THUMP domain	SM00981	74	165
Q9A0D8	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold	G3DSA:3.40.50.620	175	402
Q9A0D8	IPR020536	Thil, AANH domain	PF02568	175	370
Q9A0D8	IPR020536	Thil, AANH domain	cd01712	179	355
Q9A0D9	IPR000192	Aminotransferase class V domain	PF00266	2	365
Q9A0D9	IPR015421	Pyridoxal phosphate-dependent transferase, major domain	G3DSA:3.40.640.10	59	235
Q9A0D9	IPR015422	Pyridoxal phosphate-dependent transferase domain 1	G3DSA:3.90.1150.10	2	368
Q9A0D9	IPR015424	Pyridoxal phosphate-dependent transferase	SSF53383	1	374
Q9A0D9	IPR016454	Cysteine desulfurase	PIRSF005572	1	380
Q9A0D9	IPR020578	Aminotransferase class-V, pyridoxal-phosphate binding site	PS00595	193	212
Q9A0E1	IPR001645	Folylpolyglutamate synthetase	PIRSF001563	1	415
Q9A0E1	IPR001645	Folylpolyglutamate synthetase	PTHR11136	9	410
Q9A0E1	IPR001645	Folylpolyglutamate synthetase	TIGR01499	22	409
Q9A0E1	IPR004101	Mur ligase, C-terminal	PF02875	292	339
Q9A0E1	IPR013221	Mur ligase, central	PF08245	44	267
Q9A0E1	IPR036565	Mur-like, catalytic domain superfamily	G3DSA:3.40.1190.10	1	293
Q9A0E1	IPR036565	Mur-like, catalytic domain superfamily	SSF53623	2	292
Q9A0E1	IPR036615	Mur ligase, C-terminal domain superfamily	G3DSA:3.90.190.20	294	417
Q9A0E1	IPR036615	Mur ligase, C-terminal domain superfamily	SSF53244	294	410
Q9A0E2	IPR001100	Pyridine nucleotide-disulphide oxidoreductase, class I	PIRSF000350	3	446
Q9A0E2	IPR004099	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	PF02852	339	449
Q9A0E2	IPR006322	Glutathione reductase, eukaryote/bacterial	PTHR42737	5	450
Q9A0E2	IPR006322	Glutathione reductase, eukaryote/bacterial	TIGR01421	5	450
Q9A0E2	IPR012999	Pyridine nucleotide-disulphide oxidoreductase, class I, active site	PS00076	39	49
Q9A0E2	IPR016156	FAD/NAD-linked reductase, dimerisation domain superfamily	G3DSA:3.30.390.30	338	450
Q9A0E2	IPR016156	FAD/NAD-linked reductase, dimerisation domain superfamily	SSF55424	336	450
Q9A0E2	IPR023753	FAD/NAD(P)-binding domain	PF07992	5	318
Q9A0E2	IPR036188	FAD/NAD(P)-binding domain superfamily	G3DSA:3.50.50.60	5	318
Q9A0E2	IPR036188	FAD/NAD(P)-binding domain superfamily	G3DSA:3.50.50.60	144	261
Q9A0E2	IPR036188	FAD/NAD(P)-binding domain superfamily	SSF51905	4	362
Q9A0E3	IPR010368	Control of competence regulator ComK, YlbF/YmcA	MF_01526	2	113
Q9A0E3	IPR010368	Control of competence regulator ComK, YlbF/YmcA	PF06133	5	108
Q9A0E3	IPR023378	YheA/YmcA-like domain superfamily	G3DSA:1.20.1500.10	2	113
Q9A0E3	IPR023378	YheA/YmcA-like domain superfamily	SSF158622	4	112
Q9A0E4	IPR000453	Chorismate synthase	MF_00300	1	370
Q9A0E4	IPR000453	Chorismate synthase	PF01264	1	363
Q9A0E4	IPR000453	Chorismate synthase	PIRSF001456	1	380
Q9A0E4	IPR000453	Chorismate synthase	PTHR21085	2	373
Q9A0E4	IPR000453	Chorismate synthase	TIGR00033	1	368
Q9A0E4	IPR000453	Chorismate synthase	cd07304	1	361
Q9A0E4	IPR020541	Chorismate synthase, conserved site	PS00787	7	22
Q9A0E4	IPR020541	Chorismate synthase, conserved site	PS00788	129	145
Q9A0E4	IPR020541	Chorismate synthase, conserved site	PS00789	337	353
Q9A0E4	IPR035904	Chorismate synthase AroC superfamily	G3DSA:3.60.150.10	1	388
Q9A0E4	IPR035904	Chorismate synthase AroC superfamily	SSF103263	1	387
Q9A0E6	IPR015947	PUA-like superfamily	SSF88697	1	67
Q9A0E6	IPR019614	S-adenosylmethionine-dependent methyltransferase	PF10672	158	338
Q9A0E6	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	SSF53335	75	379
Q9A0E6	IPR036974	PUA domain superfamily	G3DSA:2.30.130.10	1	66
Q9A0E6	IPR041532	RlmI, PUA-like domain	PF17785	10	63
Q9A0E7	IPR000917	Sulfatase, N-terminal	PF00884	267	571
Q9A0E7	IPR012160	Lipoteichoic acid synthase-like	PIRSF005091	7	661
Q9A0E7	IPR017850	Alkaline-phosphatase-like, core domain superfamily	G3DSA:3.40.720.10	259	580
Q9A0E7	IPR017850	Alkaline-phosphatase-like, core domain superfamily	SSF53649	265	676
Q9A0F0	IPR003136	Cytidylate kinase	MF_00238	4	223
Q9A0F0	IPR003136	Cytidylate kinase	TIGR00017	4	218
Q9A0F0	IPR011994	Cytidylate kinase domain	PF02224	6	220
Q9A0F0	IPR011994	Cytidylate kinase domain	cd02020	5	204
Q9A0F0	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SSF52540	1	220
Q9A0F1	IPR018392	LysM domain	cd00118	113	139
Q9A0F1	IPR036779	LysM domain superfamily	G3DSA:3.10.350.10	108	157
Q9A0F3	IPR020215	EbsA-like	PF17255	5	136
Q9A0F4	IPR001261	ArgE/DapE/ACY1/CPG2/YscS, conserved site	PS00758	77	86
Q9A0F4	IPR001261	ArgE/DapE/ACY1/CPG2/YscS, conserved site	PS00759	141	180
Q9A0F4	IPR002933	Peptidase M20	PF01546	142	404
Q9A0F4	IPR010161	Peptidase M20B, tripeptide aminopeptidase	MF_00550	3	407
Q9A0F4	IPR010161	Peptidase M20B, tripeptide aminopeptidase	PIRSF037215	1	407
Q9A0F4	IPR010161	Peptidase M20B, tripeptide aminopeptidase	PTHR42994:SF1	2	404
Q9A0F4	IPR010161	Peptidase M20B, tripeptide aminopeptidase	TIGR01882	2	404
Q9A0F4	IPR011650	Peptidase M20, dimerisation domain	PF07687	210	304
Q9A0F4	IPR036264	Bacterial exopeptidase dimerisation domain	SSF55031	212	323
Q9A0F5	IPR018674	Protein of unknown function DUF2142, membrane	PF09913	71	454
Q9A0F7	IPR019277	Protein of unknown function DUF2304	PF10066	6	109
Q9A0F8	IPR001173	Glycosyltransferase 2-like	PF00535	5	163
Q9A0F8	IPR029044	Nucleotide-diphospho-sugar transferases	G3DSA:3.90.550.10	4	230
Q9A0F8	IPR029044	Nucleotide-diphospho-sugar transferases	SSF53448	5	217
