UniProt	GOBP name	GOMF name	GOCC name	GOBP slim name	GOCC slim name	KEGG name	Pfam	GSEA	Keywords	Corum	GOBP	GOMF	GOCC	GOBP slim	GOCC slim	ENSG	ENSP	ENST	Isoform ID	Flybase	Gene name	Interpro	Interpro name	KEGG	MGI	MIM	PDB	Pfam	PRINTS	PRINTS name	Prosite	Prosite name	Protein name	Reactome	SGD	SMART	SMART name	Taxonomy	UniProt names	WormBase	EC	eggNOG
P0C0D4;Q491Q0;Q7ATC1;Q9A1W9	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	nucleic acid binding;RNA binding;structural constituent of ribosome;structural molecule activity;binding;rRNA binding	large ribosomal subunit;ribonucleoprotein complex;macromolecular complex;organelle part;intracellular part;intracellular organelle part;cell part	translation;metabolic process;biosynthetic process;cellular process;protein metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process	ribonucleoprotein complex;macromolecular complex;cell part	Ribosome	Ribosomal_L22		Completeproteome;Referenceproteome;Ribonucleoprotein;Ribosomalprotein;RNA-binding;rRNA-binding		GO:0006412;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0019538;GO:0034645;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044267	GO:0003676;GO:0003723;GO:0003735;GO:0005198;GO:0005488;GO:0019843	GO:0015934;GO:0030529;GO:0032991;GO:0044422;GO:0044424;GO:0044446;GO:0044464	GO:0006412;GO:0008152;GO:0009058;GO:0009987;GO:0019538;GO:0043170;GO:0044237;GO:0044238	GO:0030529;GO:0032991;GO:0044464	SPy_0055;M5005_Spy0049	AAK33187;AAZ50668	AAK33187;AAZ50668			rplV	IPR001063;IPR018260;IPR005727	Ribosomal_L22;Ribosomal_L22/L17_CS;Ribosomal_L22_bac/chlpt-type	ko03010				PF00237			PS00464	RIBOSOMAL_L22	50S ribosomal protein L22					Streptococcus pyogenes serotype M1	RL22_STRP1			COG0091
P66719;P58053;Q48WP6	nucleobase-containing compound metabolic process;transcription, DNA-dependent;regulation of transcription, DNA-dependent;nitrogen compound metabolic process;metabolic process;biosynthetic process;macromolecule biosynthetic process;regulation of biosynthetic process;cellular process;regulation of gene expression;regulation of macromolecule biosynthetic process;RNA metabolic process;regulation of nucleobase-containing compound metabolic process;regulation of metabolic process;regulation of cellular metabolic process;regulation of cellular biosynthetic process;RNA biosynthetic process;cellular nitrogen compound metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;regulation of biological process;regulation of cellular process;regulation of nitrogen compound metabolic process;regulation of RNA metabolic process;regulation of macromolecule metabolic process;biological regulation;regulation of primary metabolic process;nucleic acid metabolic process;regulation of cellular macromolecule biosynthetic process	catalytic activity;DNA-directed RNA polymerase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;nucleotidyltransferase activity;RNA polymerase activity		nucleobase-containing compound metabolic process;nitrogen compound metabolic process;metabolic process;biosynthetic process;cellular process;RNA metabolic process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;biological regulation		Purine metabolism;Pyrimidine metabolism;RNA polymerase	HARE-HTH		Completeproteome;DNA-directedRNApolymerase;Nucleotidyltransferase;Referenceproteome;Transcription;Transferase		GO:0006139;GO:0006351;GO:0006355;GO:0006807;GO:0008152;GO:0009058;GO:0009059;GO:0009889;GO:0009987;GO:0010468;GO:0010556;GO:0016070;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0032774;GO:0034641;GO:0034645;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0080090;GO:0090304;GO:2000112	GO:0003824;GO:0003899;GO:0016740;GO:0016772;GO:0016779;GO:0034062		GO:0006139;GO:0006807;GO:0008152;GO:0009058;GO:0009987;GO:0016070;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0065007		SPy_1895;M5005_Spy1611	AAK34603;AAZ52229	AAK34603;AAZ52229			rpoE	IPR007759;IPR029757	DNA-dir_RNA_pol_delta/Asxl;RpoE	ko00230;ko00240;ko03020				PF05066					Probable DNA-directed RNA polymerase subunit delta					Streptococcus pyogenes serotype M1	RPOE_STRP1			COG3343
P66394;Q491N1;Q9A1V1	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	tRNA binding;nucleic acid binding;RNA binding;structural constituent of ribosome;structural molecule activity;binding;rRNA binding	ribosome;ribonucleoprotein complex;macromolecular complex;organelle;non-membrane-bounded organelle;intracellular organelle;intracellular non-membrane-bounded organelle;intracellular part;cytoplasmic part;cell part	translation;metabolic process;biosynthetic process;cellular process;protein metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process	ribosome;ribonucleoprotein complex;macromolecular complex;organelle;intracellular organelle;intracellular non-membrane-bounded organelle;cell part	Ribosome	Ribosomal_S13		Completeproteome;Referenceproteome;Ribonucleoprotein;Ribosomalprotein;RNA-binding;rRNA-binding;tRNA-binding		GO:0006412;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0019538;GO:0034645;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044267	GO:0000049;GO:0003676;GO:0003723;GO:0003735;GO:0005198;GO:0005488;GO:0019843	GO:0005840;GO:0030529;GO:0032991;GO:0043226;GO:0043228;GO:0043229;GO:0043232;GO:0044424;GO:0044444;GO:0044464	GO:0006412;GO:0008152;GO:0009058;GO:0009987;GO:0019538;GO:0043170;GO:0044237;GO:0044238	GO:0005840;GO:0030529;GO:0032991;GO:0043226;GO:0043229;GO:0043232;GO:0044464	SPy_0077;M5005_Spy0068	AAK33206;AAZ50687	AAK33206;AAZ50687			rpsM	IPR027437;IPR001892;IPR010979;IPR019980;IPR018269	30s_Rbsml_prot_S13_C;Ribosomal_S13;Ribosomal_S13-like_H2TH;Ribosomal_S13_bac-type;Ribosomal_S13_CS	ko03010				PF00416			PS00646;PS50159	RIBOSOMAL_S13_1;RIBOSOMAL_S13_2	30S ribosomal protein S13					Streptococcus pyogenes serotype M1	RS13_STRP1			COG0099
P66567;Q48W26;Q99XJ4	translation;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;protein metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;cellular protein metabolic process	nucleic acid binding;RNA binding;structural constituent of ribosome;structural molecule activity;binding;rRNA binding	small ribosomal subunit;ribonucleoprotein complex;macromolecular complex;organelle part;intracellular part;intracellular organelle part;cell part	translation;metabolic process;biosynthetic process;cellular process;protein metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process	small ribosomal subunit;ribonucleoprotein complex;macromolecular complex;cell part	Ribosome	Ribosomal_S4;S4		Completeproteome;Referenceproteome;Ribonucleoprotein;Ribosomalprotein;RNA-binding;rRNA-binding		GO:0006412;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0019538;GO:0034645;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044267	GO:0003676;GO:0003723;GO:0003735;GO:0005198;GO:0005488;GO:0019843	GO:0015935;GO:0030529;GO:0032991;GO:0044422;GO:0044424;GO:0044446;GO:0044464	GO:0006412;GO:0008152;GO:0009058;GO:0009987;GO:0019538;GO:0043170;GO:0044237;GO:0044238	GO:0015935;GO:0030529;GO:0032991;GO:0044464	SPy_2178;M5005_Spy1831	AAK34809;AAZ52449	AAK34809;AAZ52449			rpsD	IPR022801;IPR001912;IPR005709;IPR018079;IPR002942	Ribosomal_S4/S9;Ribosomal_S4/S9_N;Ribosomal_S4_bac-type;Ribosomal_S4_CS;S4_RNA-bd	ko03010				PF00163;PF01479			PS00632;PS50889	RIBOSOMAL_S4;S4	30S ribosomal protein S4			SM00363	S4	Streptococcus pyogenes serotype M1	RS4_STRP1			COG0522
Q9A0B6;Q48ZE4			cytoplasm;intracellular part;cell part		cytoplasm;cell part		tRNA_m1G_MT		Completeproteome;Cytoplasm;Methyltransferase;Referenceproteome;S-adenosyl-L-methionine;Transferase;tRNAprocessing				GO:0005737;GO:0044424;GO:0044464		GO:0005737;GO:0044464	SPy_0849;M5005_Spy0656	AAK33777;AAZ51274	AAK33777;AAZ51274			trmD	IPR029028;IPR002649;IPR023148;IPR029026;IPR016009	Alpha/beta_knot_MTases;tRNA_m1G_MeTrfase_bac;tRNA_m1G_MeTrfase_C;tRNA_m1G_MTases_N;tRNA_MeTrfase_TRMD/TRM10					PF01746					tRNA (guanine-N(1)-)-methyltransferase					Streptococcus pyogenes serotype M1	TRMD_STRP1		2.1.1.228	COG0336
Q9A0T3;Q48ZS8	polysaccharide catabolic process;carbohydrate metabolic process;polysaccharide metabolic process;metabolic process;catabolic process;macromolecule catabolic process;pathogenesis;carbohydrate catabolic process;macromolecule metabolic process;primary metabolic process;multi-organism process			carbohydrate metabolic process;polysaccharide metabolic process;metabolic process;catabolic process;pathogenesis;macromolecule metabolic process;primary metabolic process;multi-organism process			Glyco_hydro_88		Completeproteome;Glycosidase;Hydrolase;Referenceproteome		GO:0000272;GO:0005975;GO:0005976;GO:0008152;GO:0009056;GO:0009057;GO:0009405;GO:0016052;GO:0043170;GO:0044238;GO:0051704			GO:0005975;GO:0005976;GO:0008152;GO:0009056;GO:0009405;GO:0043170;GO:0044238;GO:0051704		SPy_0632;M5005_Spy0522	AAK33600;AAZ51140	AAK33600;AAZ51140			ugl	IPR008928;IPR012341;IPR010905	6-hairpin_glycosidase-like;6hp_glycosidase;Glyco_hydro_88					PF07470					Unsaturated chondroitin disaccharide hydrolase					Streptococcus pyogenes serotype M1	UCDH_STRP1		3.2.1.180	
Q99Z89;Q48Y59							DUF1846		Completeproteome;Referenceproteome							SPy_1343;M5005_Spy1095	AAK34174;AAZ51713	AAK34174;AAZ51713				IPR014999	UPF0371					PF08903					UPF0371 protein SPy_1343/M5005_Spy1095					Streptococcus pyogenes serotype M1	Y1343_STRP1			COG4868
Q9A1C3;Q490Q4	transport;protein localization;cellular process;protein transport;macromolecule localization;cellular protein localization;establishment of protein localization;localization;protein insertion into membrane;establishment of localization;cellular localization;localization within membrane;cellular macromolecule localization		plasma membrane;membrane;integral to membrane;intrinsic to membrane;membrane part;cell part	transport;cellular process;protein transport;localization;establishment of localization;cellular localization	plasma membrane;membrane;cell part	Protein export;Bacterial secretion system	60KD_IMP		Cellmembrane;Chaperone;Completeproteome;Lipoprotein;Membrane;Palmitate;Proteintransport;Referenceproteome;Signal;Transmembrane;Transmembranehelix;Transport		GO:0006810;GO:0008104;GO:0009987;GO:0015031;GO:0033036;GO:0034613;GO:0045184;GO:0051179;GO:0051205;GO:0051234;GO:0051641;GO:0051668;GO:0070727		GO:0005886;GO:0016020;GO:0016021;GO:0031224;GO:0044425;GO:0044464	GO:0006810;GO:0009987;GO:0015031;GO:0051179;GO:0051234;GO:0051641	GO:0005886;GO:0016020;GO:0044464	SPy_0351;M5005_Spy0295	AAK33400;AAZ50914	AAK33400;AAZ50914			yidC2	IPR028055;IPR001708;IPR023060	Membr_insert_YidC/Oxa1_C;Membrane_insert_OXA1/ALB3/YidC;YidC/YidC1/YidC2_Firmicutes	ko03060;ko03070				PF02096			PS51257	PROKAR_LIPOPROTEIN	Membrane protein insertase YidC 2					Streptococcus pyogenes serotype M1	YIDC2_STRP1			COG0706
Q9A0H4;Q48ZK6	double-strand break repair via homologous recombination;recombinational repair;nucleobase-containing compound metabolic process;DNA metabolic process;DNA repair;double-strand break repair;DNA recombination;nitrogen compound metabolic process;response to stress;response to DNA damage stimulus;metabolic process;cellular process;cellular response to stress;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;response to stimulus;cellular response to stimulus;nucleic acid metabolic process	nucleotide binding;nucleic acid binding;DNA binding;double-stranded DNA binding;catalytic activity;nuclease activity;exonuclease activity;binding;ATP binding;5'-3' exonuclease activity;hydrolase activity;hydrolase activity, acting on ester bonds;hydrolase activity, acting on acid anhydrides;purine nucleotide binding;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding;structure-specific DNA binding		nucleobase-containing compound metabolic process;DNA metabolic process;DNA repair;DNA recombination;nitrogen compound metabolic process;response to stress;response to DNA damage stimulus;metabolic process;cellular process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;response to stimulus			UvrD_C		ATP-binding;Completeproteome;DNAdamage;DNArepair;Exonuclease;Hydrolase;Nuclease;Nucleotide-binding;Referenceproteome		GO:0000724;GO:0000725;GO:0006139;GO:0006259;GO:0006281;GO:0006302;GO:0006310;GO:0006807;GO:0006950;GO:0006974;GO:0008152;GO:0009987;GO:0033554;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0044260;GO:0050896;GO:0051716;GO:0090304	GO:0000166;GO:0003676;GO:0003677;GO:0003690;GO:0003824;GO:0004518;GO:0004527;GO:0005488;GO:0005524;GO:0008409;GO:0016787;GO:0016788;GO:0016817;GO:0017076;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639;GO:0043566		GO:0006139;GO:0006259;GO:0006281;GO:0006310;GO:0006807;GO:0006950;GO:0006974;GO:0008152;GO:0009987;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0050896		SPy_0776;M5005_Spy0594	AAK33716;AAZ51212	AAK33716;AAZ51212			rexB	IPR014141;IPR014017;IPR027417;IPR011335	DNA_helicase_suRexB;DNA_helicase_UvrD-like_C;P-loop_NTPase;Restrct_endonuc-II-like					PF13361					ATP-dependent helicase/deoxyribonuclease subunit B					Streptococcus pyogenes serotype M1	ADDB_STRP1		3.1.-.-;3.6.4.12	COG3857
Q9A0J5;Q48ZM7	nucleobase-containing compound metabolic process;DNA metabolic process;DNA replication;DNA repair;nitrogen compound metabolic process;response to stress;response to DNA damage stimulus;metabolic process;biosynthetic process;macromolecule biosynthetic process;cellular process;cellular response to stress;cellular nitrogen compound metabolic process;cellular macromolecule biosynthetic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular biosynthetic process;cellular macromolecule metabolic process;response to stimulus;cellular response to stimulus;nucleic acid metabolic process	nucleic acid binding;DNA binding;catalytic activity;DNA ligase activity;DNA ligase (NAD+) activity;binding;ligase activity;ligase activity, forming phosphoric ester bonds;ion binding;cation binding;metal ion binding		nucleobase-containing compound metabolic process;DNA metabolic process;DNA replication;DNA repair;nitrogen compound metabolic process;response to stress;response to DNA damage stimulus;metabolic process;biosynthetic process;cellular process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;response to stimulus		DNA replication;Base excision repair;Nucleotide excision repair;Mismatch repair	BRCT;DNA_ligase_aden;DNA_ligase_OB;DNA_ligase_ZBD		Completeproteome;DNAdamage;DNArepair;DNAreplication;Ligase;Magnesium;Manganese;Metal-binding;NAD;Referenceproteome;Zinc		GO:0006139;GO:0006259;GO:0006260;GO:0006281;GO:0006807;GO:0006950;GO:0006974;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0033554;GO:0034641;GO:0034645;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0050896;GO:0051716;GO:0090304	GO:0003676;GO:0003677;GO:0003824;GO:0003909;GO:0003911;GO:0005488;GO:0016874;GO:0016886;GO:0043167;GO:0043169;GO:0046872		GO:0006139;GO:0006259;GO:0006260;GO:0006281;GO:0006807;GO:0006950;GO:0006974;GO:0008152;GO:0009058;GO:0009987;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0050896		SPy_0751;M5005_Spy0573	AAK33695;AAZ51191	AAK33695;AAZ51191			ligA	IPR001357;IPR018239;IPR001679;IPR013839;IPR013840;IPR003583;IPR012340;IPR004150;IPR010994;IPR004149	BRCT_dom;DNA_ligase_AS;DNAligase;DNAligase_adenylation;DNAligase_N;Hlx-hairpin-Hlx_DNA-bd_motif;NA-bd_OB-fold;NAD_DNA_ligase_OB;RuvA_2-like;Znf_DNAligase_C4	ko03030;ko03410;ko03420;ko03430				PF00533;PF01653;PF03120;PF03119			PS50172;PS01055;PS01056	BRCT;DNA_LIGASE_N1;DNA_LIGASE_N2	DNA ligase			SM00292;SM00278;SM00532	BRCT;HhH1;LIGANc	Streptococcus pyogenes serotype M1	DNLJ_STRP1		6.5.1.2	COG0272
P67467;Q48XS5;Q99YX4	nucleobase-containing compound metabolic process;DNA metabolic process;DNA catabolic process;nitrogen compound metabolic process;metabolic process;catabolic process;macromolecule catabolic process;cellular process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;cellular catabolic process;cellular macromolecule metabolic process;cellular macromolecule catabolic process;nucleic acid metabolic process	catalytic activity;nuclease activity;exonuclease activity;exodeoxyribonuclease activity;deoxyribonuclease activity;exodeoxyribonuclease VII activity;hydrolase activity;hydrolase activity, acting on ester bonds;exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters;exodeoxyribonuclease activity, producing 5'-phosphomonoesters	cytoplasm;exodeoxyribonuclease VII complex;macromolecular complex;protein complex;intracellular part;cell part	nucleobase-containing compound metabolic process;DNA metabolic process;nitrogen compound metabolic process;metabolic process;catabolic process;cellular process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process	cytoplasm;macromolecular complex;protein complex;cell part	Mismatch repair	Exonuc_VII_S		Completeproteome;Cytoplasm;Exonuclease;Hydrolase;Nuclease;Referenceproteome		GO:0006139;GO:0006259;GO:0006308;GO:0006807;GO:0008152;GO:0009056;GO:0009057;GO:0009987;GO:0034641;GO:0043170;GO:0044237;GO:0044238;GO:0044248;GO:0044260;GO:0044265;GO:0090304	GO:0003824;GO:0004518;GO:0004527;GO:0004529;GO:0004536;GO:0008855;GO:0016787;GO:0016788;GO:0016796;GO:0016895	GO:0005737;GO:0009318;GO:0032991;GO:0043234;GO:0044424;GO:0044464	GO:0006139;GO:0006259;GO:0006807;GO:0008152;GO:0009056;GO:0009987;GO:0034641;GO:0043170;GO:0044237;GO:0044238	GO:0005737;GO:0032991;GO:0043234;GO:0044464	SPy_1499;M5005_Spy1232	AAK34298;AAZ51850	AAK34298;AAZ51850			xseB	IPR003761	Exonuc_VII_S	ko03430				PF02609					Exodeoxyribonuclease 7 small subunit					Streptococcus pyogenes serotype M1	EX7S_STRP1		3.1.11.6	COG1722
Q99ZI9;Q48YM7	cellular aromatic compound metabolic process;one-carbon metabolic process;coenzyme metabolic process;folic acid-containing compound metabolic process;nitrogen compound metabolic process;metabolic process;biosynthetic process;coenzyme biosynthetic process;folic acid-containing compound biosynthetic process;cellular process;heterocycle biosynthetic process;aromatic compound biosynthetic process;cellular nitrogen compound metabolic process;tetrahydrofolate interconversion;pteridine-containing compound metabolic process;pteridine-containing compound biosynthetic process;cellular metabolic process;cellular biosynthetic process;cellular nitrogen compound biosynthetic process;small molecule metabolic process;heterocycle metabolic process;tetrahydrofolate metabolic process;cofactor metabolic process;cofactor biosynthetic process	nucleotide binding;catalytic activity;formate-tetrahydrofolate ligase activity;binding;ATP binding;ligase activity;ligase activity, forming carbon-nitrogen bonds;purine nucleotide binding;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding		cellular aromatic compound metabolic process;one-carbon metabolic process;nitrogen compound metabolic process;metabolic process;biosynthetic process;cellular process;cellular nitrogen compound metabolic process;cellular metabolic process;small molecule metabolic process;heterocycle metabolic process;cofactor metabolic process		One carbon pool by folate;Carbon fixation pathways in prokaryotes	FTHFS		ATP-binding;Completeproteome;Ligase;Nucleotide-binding;One-carbonmetabolism;Referenceproteome		GO:0006725;GO:0006730;GO:0006732;GO:0006760;GO:0006807;GO:0008152;GO:0009058;GO:0009108;GO:0009396;GO:0009987;GO:0018130;GO:0019438;GO:0034641;GO:0035999;GO:0042558;GO:0042559;GO:0044237;GO:0044249;GO:0044271;GO:0044281;GO:0046483;GO:0046653;GO:0051186;GO:0051188	GO:0000166;GO:0003824;GO:0004329;GO:0005488;GO:0005524;GO:0016874;GO:0016879;GO:0017076;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639		GO:0006725;GO:0006730;GO:0006807;GO:0008152;GO:0009058;GO:0009987;GO:0034641;GO:0044237;GO:0044281;GO:0046483;GO:0051186		SPy_1213;M5005_Spy0927	AAK34072;AAZ51545	AAK34072;AAZ51545			fhs1	IPR000559;IPR020628;IPR027417	Formate_THF_ligase;Formate_THF_ligase_CS;P-loop_NTPase	ko00670;ko00720				PF01268			PS00721;PS00722	FTHFS_1;FTHFS_2	Formate--tetrahydrofolate ligase 1					Streptococcus pyogenes serotype M1	FTHS1_STRP1		6.3.4.3	COG2759
Q99Y18;Q48WM5	carbohydrate metabolic process;disaccharide metabolic process;lactose metabolic process;lactose catabolic process;metabolic process;catabolic process;oligosaccharide metabolic process;oligosaccharide catabolic process;cellular process;carbohydrate catabolic process;lactose catabolic process via tagatose-6-phosphate;cellular metabolic process;primary metabolic process;cellular carbohydrate metabolic process;cellular carbohydrate catabolic process;disaccharide catabolic process	catalytic activity;hydrolase activity, hydrolyzing O-glycosyl compounds;galactosidase activity;hydrolase activity;hydrolase activity, acting on glycosyl bonds;6-phospho-beta-galactosidase activity		carbohydrate metabolic process;metabolic process;catabolic process;oligosaccharide metabolic process;cellular process;cellular metabolic process;primary metabolic process		Galactose metabolism	Glyco_hydro_1		Completeproteome;Glycosidase;Hydrolase;Referenceproteome		GO:0005975;GO:0005984;GO:0005988;GO:0005990;GO:0008152;GO:0009056;GO:0009311;GO:0009313;GO:0009987;GO:0016052;GO:0019512;GO:0044237;GO:0044238;GO:0044262;GO:0044275;GO:0046352	GO:0003824;GO:0004553;GO:0015925;GO:0016787;GO:0016798;GO:0033920		GO:0005975;GO:0008152;GO:0009056;GO:0009311;GO:0009987;GO:0044237;GO:0044238		SPy_1916;M5005_Spy1632	AAK34620;AAZ52250	AAK34620;AAZ52250			lacG	IPR005928;IPR001360;IPR018120;IPR013781;IPR017853	6P-beta-galactosidase;Glyco_hydro_1;Glyco_hydro_1_AS;Glyco_hydro_catalytic_dom;Glycoside_hydrolase_SF	ko00052				PF00232	PR00131	GLHYDRLASE1	PS00572;PS00653	GLYCOSYL_HYDROL_F1_1;GLYCOSYL_HYDROL_F1_2	6-phospho-beta-galactosidase					Streptococcus pyogenes serotype M1	LACG_STRP1		3.2.1.85	COG2723
Q99ZU0;Q48Z06	nucleobase-containing compound metabolic process;RNA processing;tRNA metabolic process;tRNA modification;nitrogen compound metabolic process;tRNA processing;metabolic process;RNA modification;cellular process;RNA metabolic process;ncRNA processing;cellular nitrogen compound metabolic process;ncRNA metabolic process;macromolecule metabolic process;macromolecule modification;cellular metabolic process;primary metabolic process;cellular macromolecule metabolic process;nucleic acid metabolic process	two-component sensor activity;nucleotide binding;catalytic activity;GTPase activity;protein kinase activity;protein histidine kinase activity;signal transducer activity;binding;GTP binding;kinase activity;pyrophosphatase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, alcohol group as acceptor;phosphotransferase activity, nitrogenous group as acceptor;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;purine nucleotide binding;nucleoside-triphosphatase activity;guanyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;guanyl ribonucleotide binding;purine ribonucleoside triphosphate binding;ion binding;cation binding;metal ion binding;molecular transducer activity	cytoplasm;membrane;intracellular part;cell part	nucleobase-containing compound metabolic process;RNA processing;tRNA metabolic process;nitrogen compound metabolic process;tRNA processing;metabolic process;RNA modification;cellular process;RNA metabolic process;cellular nitrogen compound metabolic process;macromolecule metabolic process;macromolecule modification;cellular metabolic process;primary metabolic process	cytoplasm;membrane;cell part		GTPase_Cys_C;MMR_HSR1;TrmE_N		Completeproteome;Cytoplasm;GTP-binding;Hydrolase;Magnesium;Metal-binding;Nucleotide-binding;Potassium;Referenceproteome;tRNAprocessing		GO:0006139;GO:0006396;GO:0006399;GO:0006400;GO:0006807;GO:0008033;GO:0008152;GO:0009451;GO:0009987;GO:0016070;GO:0034470;GO:0034641;GO:0034660;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0044260;GO:0090304	GO:0000155;GO:0000166;GO:0003824;GO:0003924;GO:0004672;GO:0004673;GO:0004871;GO:0005488;GO:0005525;GO:0016301;GO:0016462;GO:0016740;GO:0016772;GO:0016773;GO:0016775;GO:0016787;GO:0016817;GO:0016818;GO:0017076;GO:0017111;GO:0019001;GO:0032553;GO:0032555;GO:0032561;GO:0035639;GO:0043167;GO:0043169;GO:0046872;GO:0060089	GO:0005737;GO:0016020;GO:0044424;GO:0044464	GO:0006139;GO:0006396;GO:0006399;GO:0006807;GO:0008033;GO:0008152;GO:0009451;GO:0009987;GO:0016070;GO:0034641;GO:0043170;GO:0043412;GO:0044237;GO:0044238	GO:0005737;GO:0016020;GO:0044464	SPy_1071;M5005_Spy0794	AAK33958;AAZ51412	AAK33958;AAZ51412			mnmE	IPR003661;IPR018948;IPR006073;IPR004520;IPR025867;IPR027368;IPR027417;IPR005225;IPR027266	EnvZ-like_dim/P;GTP-bd_TrmE_N;GTP_binding_domain;GTPase_MnmE;GTPase_MnmE_C_dom;MnmE_dom2;P-loop_NTPase;Small_GTP-bd_dom;TrmE/GcvT_dom1					PF12631;PF01926;PF10396			PS51709	G_TRME	tRNA modification GTPase MnmE			SM00388	HisKA	Streptococcus pyogenes serotype M1	MNME_STRP1		3.6.-.-	COG0486
