												annotations												log2 SILAC ratios UV / ctrl																												protein abundances																															
Q99ZD9		SPy_1272	Putative cation efflux system protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1272 PE=3 SV=1				8	3	411	46.3	7.3		cation transmembrane transporter activity	integral component of membrane	Cation_efflux;ZT_dimer	PF01545;PF16916	Cation_efflux;Cation_efflux_CTD;Cation_efflux_CTD_sf;Cation_efflux_TMD_sf	IPR002524;IPR027469;IPR027470;IPR036837					-	0.021971163	-0.497371114	-0.046061061	-0.341730433	0.115562946	0.77503293	-0.215797861	-0.331351104	-0.050090435	-0.01231237	-0.295202132	0.083623533	0.957709513	-0.17223901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24842697.62	27234911.4	23743042.23	27305992.23	29641618.45	32122293.09	24801803.71	34425552.94	17960909.64	14914183.35	16028657.14	15149406.86	10755627.62	8741098.92	12086692.1	12625298.42	NA	145070.5964	161214.2575	NA	NA	124460.6527	186336.1919	NA	NA	531122.5524	362468.754	NA	NA	385977.0358	288196.2601	NA
Q99YG7	lacR.1	SPy_1712	Putative lactose phosphotransferase system repressor protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=lacR.1 PE=4 SV=1				42	9	256	29	5.17		DNA binding;DNA-binding transcription factor activity;transferase activity		DeoRC;HTH_DeoR	PF00455;PF08220	DeoR_C;DeoR_HTH;NagB/RpiA_transferase-like;Tscrpt_reg_HTH_DeoR_CS;WH_DNA-bd_sf;WH-like_DNA-bd_sf	IPR001034;IPR014036;IPR018356;IPR036388;IPR036390;IPR037171					-	-0.035874853	0.20267221	-0.085265918	0.089391391	0.519902149	0.930974226	0.042730707	-0.077105953	-0.019895579	-0.093940063	0.139501947	0.822892349	0.996825293	-0.012859912	-0.196461455	0.059212623	1.72317002	-0.124088801	0.401448057	0.492022219	0.365458097	NA	NA	NA	NA	NA	NA	NA	113045429.9	105951552.4	121757102.1	85767029.88	100043031.3	95962567.48	97363206.29	105708606.6	108091561.6	97844011.81	106172802.6	89946819.59	104981790.2	104699825	105047027.3	104475709.5	126372040.5	1238761.02	81372594.03	769703.7769	94203369.95	1604351.617	86449277.68	730408.4489	114454013.6	1330355.097	34023306.08	504396.7218	160546075.9	1213085.419	81412324.77	703146.0393
Q99YQ7		SPy_1587	Putative two-component sensor response regulator OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1587 PE=4 SV=1				7	3	494	57.6	5.45	phosphorelay signal transduction system	DNA-binding transcription factor activity;sequence-specific DNA binding		HTH_18;Response_reg	PF00072;PF12833	CheY-like_superfamily;Homeobox-like_sf;HTH_AraC;HTH_AraC-typ_CS;Sig_transdc_resp-reg_receiver;Tscrpt_reg_HTH_AraC-type	IPR001789;IPR009057;IPR011006;IPR018060;IPR018062;IPR020449					-	-0.229921117	-6.658935345	2.178952202	-1.710459065	0.372426966	0.930974226	-1.605090831	3.605864722	-1.655406654	-0.276996482	-5.971410013	0.55739967	0.996825293	-1.074487107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1576801.386	3434623.213	NA	3715517.181	181163.7269	4641254.723	1829595.756	4968432.266	2329419.282	8087523.577	2476025.903	4488462.349	1972595.34	3832010.871	NA	5308136.969	NA	NA	NA	NA	11672.96048	118186.9151	NA	NA	NA	201404.4962	NA	NA	NA	NA	NA	NA
Q99ZU0	mnmE	M5005_Spy0794;SPy_1071	tRNA modification GTPase MnmE OS=Streptococcus pyogenes serotype M1 OX=301447 GN=mnmE PE=3 SV=1	tRNA modification GTPase MnmE {ECO:0000255|HAMAP-Rule:MF_00379}			66	20	458	50.5	4.79	tRNA modification	GTP binding;GTPase activity;metal ion binding	cytoplasm	MMR_HSR1;MnmE_helical;TrmE_N	PF01926;PF10396;PF12631	G_TrmE;GTP_binding_domain;GTPase_MnmE;GTP-bd_TrmE_N;MnmE_dom2;MnmE_helical;P-loop_NTPase;Small_GTP-bd_dom;TrmE/GcvT_dom1	IPR004520;IPR005225;IPR006073;IPR018948;IPR025867;IPR027266;IPR027368;IPR027417;IPR031168		3.6.-.-	Exhibits a very high intrinsic GTPase hydrolysis rate.Involved in the addition of a carboxymethylaminomethyl (cmnm)group at the wobble position (U34) of certain tRNAs, forming tRNA-cmnm(5)s(2)U34.	Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00379}.	RBP	0.055522535	0.038984439	0.250465237	0.157121559	0.060714952	0.693885167	0.125523442	0.057002687	0.078647929	-0.040405398	0.058874305	0.355147876	0.996825293	0.03852988	-0.699013733	-0.016643368	-0.749985343	0.314667701	0.277338231	0.366016913	-0.287743686	2.773162678	NA	2.730303517	2.408122882	0.00023263	0.001000401	NA	270264657	326459040.2	265735452.3	280084234.1	263218952.3	335803792.7	247796456.7	330441084.3	205048854.7	259857106.3	224543045.6	252263984.6	208408809.4	243389342.4	251261181.7	254879083.4	10710883.24	9790965.606	31354938.58	7043234.243	4689368.941	5557376.522	24359559.61	7179152.989	1349460.511	8654242.503	21335327.3	737796.4568	1929363.306	11375602.66	29013420.78	1127393.371
P66677	rnhC	M5005_Spy1564;SPy_1841	Ribonuclease HIII OS=Streptococcus pyogenes serotype M1 OX=301447 GN=rnhC PE=3 SV=1	Ribonuclease HIII {ECO:0000255|HAMAP-Rule:MF_00053}	Nase HIII {ECO:0000255|HAMAP-Rule:MF_00053}		47	12	300	32.6	9.42	RNA catabolic process	magnesium ion binding;RNA binding;RNA-DNA hybrid ribonuclease activity	cytoplasm	DUF3378;RNase_HII	PF01351;PF11858	RNase_HII/HIII;RNase_HII/HIII_dom;RNase_HIII;RNase_HIII_N;RNaseH_sf;RNaseH-like_sf;TBP_dom_sf	IPR001352;IPR004641;IPR012295;IPR012337;IPR024567;IPR024568;IPR036397		3.1.26.4	Endonuclease that specifically degrades the RNA of RNA-DNA hybrids.	Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00053}.	RBP	-0.125908441	0.323425414	-0.04700286	0.202883254	0.397562402	0.930974226	0.088349342	-0.001500987	0.155952572	0.044848818	0.070782642	0.169043458	0.996825293	0.067520761	1.103443609	2.288252997	1.359244093	2.265502657	0.00240255	0.007303057	1.754110839	2.225801574	3.492634569	1.335128375	4.787240506	0.009226069	0.018132704	2.960201256	140083635.2	227486880.7	163724316	191330454.4	146926772.1	113401421.7	130827144.4	114591592.4	55151886.32	47245283.22	64325466.62	44594547.86	36843975.46	37382034.94	53922112.22	28570732.99	10700815.81	24490986.75	16254271.31	777134.2313	11084357.69	19199121.02	12720026.5	946979.3156	6202791.314	19987937.32	9379787.521	231782.7391	7101039.925	25469801.89	8039792.948	22982.85508
Q99XS5	pbp2A	SPy_2059	Penicillin-binding protein 2a OS=Streptococcus pyogenes serotype M1 OX=301447 GN=pbp2A PE=4 SV=1				34	23	778	85.6	8.84		penicillin binding;transferase activity	integral component of membrane	Transgly;Transpeptidase	PF00905;PF00912	Beta-lactam/transpept-like;Glyco_trans_51;Lysozyme-like_dom_sf;PBP_transglycosylase;PCN-bd_Tpept	IPR001264;IPR001460;IPR012338;IPR023346;IPR036950					-	-0.050747741	-0.020594685	0.532784893	0.020243505	0.375874136	0.930974226	0.120421493	0.032068009	-0.062455596	-0.137888981	0.173658312	0.984265626	0.996825293	0.001345436	0.904778132	0.887357528	1.168988808	0.742419514	0.000585234	0.002346509	0.925885996	1.725530696	1.257793482	1.789046326	1.410734211	0.000255202	0.001068606	1.545776179	260192623.6	229654864.4	269433551.2	213198937	260948193.5	238640097.6	232552681.5	246235302.5	217125021.3	217675464.8	243374290.9	187071644.6	226999908.7	170084044.3	240885535.7	208381303.8	10719662.8	22066494.34	22906635.33	8402573.011	8756324.931	17230079.75	15416610.03	8790719.869	4547075.166	10333742.56	9761646.757	2950912.943	6475174.831	9035195.44	13096650.91	3369900.311
P0C0G7	gap	M5005_Spy0233;SPy_0274	Glyceraldehyde-3-phosphate dehydrogenase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=gap PE=3 SV=2	Glyceraldehyde-3-phosphate dehydrogenase {ECO:0000250|UniProtKB:P00362}	APDH {ECO:0000250|UniProtKB:P00362}	gapA;plr	92	29	336	35.9	5.55	glucose metabolic process;glycolytic process;interaction with host via substance in symbiont cell outer membrane	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity;NAD binding;NADP binding;protein domain specific binding	cytoplasm	Gp_dh_C;Gp_dh_N	PF00044;PF02800	GlycerAld/Erythrose_P_DH;GlycerAld_3-P_DH_AS;GlycerAld_3-P_DH_cat;GlycerAld_3-P_DH_NAD(P)-bd;Glyceraldehyde-3-P_DH_1;NAD(P)-bd_dom_sf	IPR006424;IPR020828;IPR020829;IPR020830;IPR020831;IPR036291		1.2.1.12	Catalyzes the oxidative phosphorylation ofglyceraldehyde 3-phosphate (G3P) to 1,3-bisphosphoglycerate (BPG)using the cofactor NAD. The first reaction step involves theformation of a hemiacetal intermediate between G3P and a cysteineresidue, and this hemiacetal intermediate is then oxidized to athioester, with concomitant reduction of NAD to NADH. The reducedNADH is then exchanged with the second NAD, and the thioester isattacked by a nucleophilic inorganic phosphate to produce BPG	Cytoplasm {ECO:0000305}.	-	-0.202439234	-0.005721663	-0.271237024	-0.188121641	0.036716874	0.602258202	-0.16687989	-0.103587647	-0.119345321	-0.081195526	-0.052125749	0.046656356	0.859934963	-0.089063561	-0.636762194	-2.094085468	-0.608462641	-1.080021957	0.019837674	0.039769813	-1.104833065	-0.109387736	-1.595084445	0.017811293	-0.750211731	0.130005261	0.17057197	-0.609218155	1.19737E+11	1.01501E+11	1.2115E+11	1.10134E+11	1.36635E+11	1.06248E+11	1.00765E+11	1.325E+11	1.57046E+11	1.38806E+11	1.48223E+11	1.48815E+11	1.50902E+11	1.38478E+11	1.50552E+11	1.51466E+11	4630434592	3048314620	3857301240	7860168041	6679980559	4389806135	3971565693	9526206817	9092478278	7366021033	8186818258	13656580691	6929583059	6777656573	8411118985	12905147903
Q9A1E8	tmcAL	M5005_Spy0267;SPy_0314	tRNA(Met) cytidine acetate ligase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=tmcAL PE=3 SV=1	tRNA(Met) cytidine acetate ligase {ECO:0000255|HAMAP-Rule:MF_01539}			42	12	368	41.7	9.31				HIGH_NTase1	PF05636	Rossmann-like_a/b/a_fold;UPF0348	IPR008513;IPR014729		6.3.4.-	Catalyzes the formation of N(4)-acetylcytidine (ac(4)C)at the wobble position of elongator tRNA(Met), using acetate andATP as substrates. First activates an acetate ion to formacetyladenylate (Ac-AMP) and then transfers the acetyl group totRNA to form ac(4)C34.	Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01539}.	RBP	0.06131829	0.161951109	-0.147831524	-0.029121711	0.860030956	0.998860838	0.011579041	-0.319220827	0.053724088	-0.162149022	0.278481748	0.76089026	0.996825293	-0.037291003	2.231395734	2.589596177	2.623534428	2.489663796	1.02E-05	0.000255907	2.483547534	3.838183437	3.600480474	3.811645917	3.270789473	8.43E-06	0.000149197	3.630274825	158716736.3	134550171.2	181600153.8	138897316.8	176188652.5	127018506.1	134340537.7	172981729.4	188781829.3	121678261.7	189544859.8	131294869.6	206568593	155701078.7	189116778.3	136308767.7	1647649.987	5836061.788	8738631.942	1005315.199	1111571.515	7693766.429	5750853.803	951254.0029	238344.9502	6222227.391	6001659.984	559709.0325	212020.8195	4472353.852	6662775.508	843735.6853
Q9A1Z9		SPy_0016	Putative amino acid permease OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_0016 PE=4 SV=1				4	2	463	50.7	9.5		transmembrane transporter activity	integral component of membrane	AA_permease_2	PF13520	AA/rel_permease1	IPR002293					-	0.872501347	-0.672082383	0.297833705	-0.423452521	0.953646751	0.998860838	0.018700037	0.558788771	-0.369791784	0.295181743	-0.322397917	0.847880916	0.996825293	0.040445204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30715251.48	43657010.04	32927422.38	39651017.14	33365263.77	39814268.99	30322451.18	42673596.33	29227377.12	38867627.13	32179285.69	34505226.84	39173300.06	46165571.26	33862335.4	37483691.05	NA	2064589.035	NA	1926516.762	NA	1289053.126	NA	1230657.823	NA	2032579.118	NA	1085485.657	NA	2488919.375	NA	1689976.751
Q9A1K4		SPy_0230	Putative ABC transporter (ATP-binding protein) OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_0230 PE=4 SV=1				35	16	594	66.7	8.18		ATP binding;ATPase activity, coupled to transmembrane movement of substances	integral component of membrane	ABC_membrane;ABC_tran	PF00005;PF00664	AAA+_ATPase;ABC_transporter-like;ABC1_TM_dom;ABC1_TM_sf;P-loop_NTPase;Type_I_exporter	IPR003439;IPR003593;IPR011527;IPR027417;IPR036640;IPR039421					-	0.155620744	0.015577761	0.188368776	-0.011348797	0.150607898	0.833010436	0.087054621	-0.017639772	-0.00389666	-0.085764006	0.11345892	0.974730783	0.996825293	0.001539621	0.647680345	-1.632282106	-1.203107013	-0.993369173	0.133577065	0.196629176	-0.795269487	NA	NA	NA	NA	NA	NA	NA	159507545.7	224506395.8	219148262.8	223410566.2	148064166.8	207385879.2	145452311.6	242665982.7	193542774	298639551	211430523.5	283654416.7	197636968.6	555740742.9	196663271.8	586537069.2	1529817.332	1161705.358	3387589.182	2575592.179	3881968.203	1529890.472	1293509.266	2298315.743	22544.45831	518343.8022	NA	3346358.812	443364.3007	446238.8083	3122819.203	3122286.944
Q9A1N0	opuAA	SPy_0183	Putative glycine betaine/proline ABC transporter (ATP-binding protein) OS=Streptococcus pyogenes serotype M1 OX=301447 GN=opuAA PE=4 SV=1				72	24	398	44.3	5.72	glycine betaine transport	ATP binding;ATPase activity	membrane	ABC_tran;CBS	PF00005;PF00571	AAA+_ATPase;ABC_transporter_CS;ABC_transporter-like;CBS_dom;Gly-betaine_transp_ATP-bd;P-loop_NTPase	IPR000644;IPR003439;IPR003593;IPR005892;IPR017871;IPR027417					-	-0.086481202	0.144053106	-0.017667497	0.129356824	0.477937422	0.930974226	0.042315308	-0.001500987	-0.006213235	-0.073013248	-0.056083224	0.355625959	0.996825293	-0.034202673	0.27688532	0.083604512	0.341675753	-0.203432275	0.361478591	0.451824884	0.124683328	0.639889615	0.12819439	0.560744282	-0.037810657	0.111916266	0.149156696	0.322754407	890561006.4	853758067.4	940828511.8	740201858.2	873994227.5	871399279.8	872868199.4	877122373.3	884737190.5	808781790.5	878803407.6	714350206	1011815075	838665792.3	970196084.7	865389150.1	47550468.06	51903712	58713268.01	44221440.32	53091803.98	43899758.35	51337087.12	71290451.43	3571549.346	7200700.712	11093688.16	5429791.105	4442045.217	8605288.748	10939411.76	7763516.806
Q99Y40		SPy_1878	Putative transcriptional regulator OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1878 PE=4 SV=1				70	8	123	14.4	9.57	regulation of transcription, DNA-templated	DNA binding		MerR_1	PF13411	DNA-bd_dom_put_sf;MerR-type_HTH_dom	IPR000551;IPR009061					-	-0.433776689	0.106347688	-0.597498522	0.03156753	0.210499857	0.887878777	-0.223339998	0.261743875	-0.062455596	0.380796007	-0.187198326	0.448898391	0.996825293	0.09822149	NA	NA	NA	NA	NA	NA	NA	1.153646085	0.238586046	1.413659357	0.532585114	0.025090126	0.040751479	0.83461915	90396072.14	72268519.2	102244640.7	55175418.48	118503518.5	58619242.04	89041779.93	66999381.59	495985900.9	349433809	520732518.2	436870972.6	452474453.8	450511475.7	598179763.1	486252018.3	1272186.908	112948.5453	828068.4408	2687495.204	823853.4548	949908.2498	1487243.004	1150152.279	3645371.427	3143266.085	4295128.044	1922671.244	2627333.303	3759967.187	3892368.361	977867.686
Q99XS3		SPy_2063	Pseudouridine synthase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_2063 PE=3 SV=1	Pseudouridine synthase {ECO:0000256|RuleBase:RU362028}			45	10	272	31.3	9.55	pseudouridine synthesis	pseudouridine synthase activity;RNA binding		PseudoU_synth_2	PF00849	PsdUridine_synth_cat_dom_sf;PsdUridine_synth_RluC/D;PsdUridine_synth_RluC/D_CS;PsdUridine_synth_RsuA/RluD	IPR006145;IPR006224;IPR006225;IPR020103		5.4.99.-	Responsible for synthesis of pseudouridine from uracil		RBP	-0.017667497	-0.090018537	-0.027444976	-0.161329798	0.118244402	0.777993116	-0.074115202	0.145423601	0.002226798	0.072858692	-0.354408362	0.75166226	0.996825293	-0.033474818	1.722347191	1.626243917	-0.046438242	1.655612178	0.026612682	0.050650488	1.239441261	0.622102969	2.498210245	0.42512407	2.979710066	0.040818523	0.062079861	1.631286837	178757467.3	128956800.4	175381471.5	117207311.8	175133734.8	122186605	168421067.2	117480594.5	150746720.5	106279417.9	183708430.5	86705635.09	219382895.7	128477486.7	219560081.1	122646709.1	16123822.33	11649796.85	21130871.26	1972551.548	13901501	10428867.73	19440783.71	2635171.831	21011147.85	5087591.697	31178401.08	35161.00958	15841375	4156175.428	27243594.61	118188.6442
Q99Z92	rsuA	SPy_1337	Pseudouridine synthase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=rsuA PE=3 SV=1	Pseudouridine synthase {ECO:0000256|RuleBase:RU003887}			34	7	244	27.3	8.85	pseudouridine synthesis	pseudouridine synthase activity;RNA binding		PseudoU_synth_2;S4	PF00849;PF01479	PsdUridine_synth_cat_dom_sf;PsdUridine_synth_RsuA/RluB/E/F;PsdUridine_synth_RsuA/RluB_CS;PsdUridine_synth_RsuA/RluD;S4_RNA-bd;S4_RNA-bd_sf	IPR000748;IPR002942;IPR006145;IPR018496;IPR020103;IPR036986		5.4.99.-			RBP	-0.26969916	-0.044359219	0.23550002	-0.198563421	0.522860903	0.930974226	-0.069280445	0.048237507	-0.092391099	0.683978668	-0.090557002	0.439241483	0.996825293	0.137317018	1.239828447	3.444152099	3.346232378	3.463935333	0.00306083	0.008766049	2.873537064	5.469516573	2.749647329	3.711590547	2.480147921	0.003010708	0.007265589	3.602725593	78806217.99	106502068.9	71387370.16	101560515.3	73968618.77	101986727.5	62594970.88	101515213.8	46158781.48	93789517.95	44485795.09	72472220.94	46814101.2	74293186.64	40285540.14	83145276.08	3766262.922	7292977.346	16733191.21	227552.6375	1571977.506	5186058.095	11996821.72	1017132.185	2280086.452	7385299.64	16010390.98	253214.8408	2097711.738	15644616.5	31624449.36	216238.5411
Q99YV8		SPy_1519	Pyridoxal phosphate homeostasis protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1519 PE=3 SV=1	Pyridoxal phosphate homeostasis protein {ECO:0000256|HAMAP-Rule:MF_02087}	LP homeostasis protein {ECO:0000256|HAMAP-Rule:MF_02087}		49	10	223	25.5	9.26		pyridoxal phosphate binding		Ala_racemase_N	PF01168	Ala_racemase_N;PLP-binding_barrel;PyrdxlP_homeostasis	IPR001608;IPR011078;IPR029066			Pyridoxal 5'-phosphate (PLP)-binding protein, which isinvolved in PLP homeostasis.		-	-0.067838274	-0.035314695	0.129844952	0.077498688	0.607248374	0.948356955	0.026047668	-0.431911729	-0.291974116	-0.322397917	0.320806005	0.285465805	0.996825293	-0.181369439	0.530714888	0.345161075	0.616057836	0.646077762	0.002931436	0.008452977	0.53450289	0.269102281	1.937514635	1.873408882	1.262662509	0.015585349	0.028053629	1.335672077	5127405939	113922870	5775315967	127663600.7	4705751340	125425766.7	4728256399	135968544.6	5278191281	73555969.04	6147104054	68053111.19	4255366881	89228070.85	5723487371	68087545.77	193587662.7	13939407.76	320922162.4	14289163.68	153938838.1	11341107.36	255578851.1	15444532.45	80310357.5	5976294.49	104045650.9	7218685.806	99834859.61	5468827.812	138284793.1	4814465.213
Q9A0B1	fruB	SPy_0854	Tagatose-6-phosphate kinase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=fruB PE=3 SV=1	Tagatose-6-phosphate kinase {ECO:0000256|PIRNR:PIRNR000535}			46	8	303	32.7	4.93	D-tagatose 6-phosphate catabolic process;lactose metabolic process	1-phosphofructokinase activity;ATP binding;tagatose-6-phosphate kinase activity		PfkB	PF00294	1-PFruKinase;Carboh/pur_kinase_PfkB_CS;PfkB_dom;Ribokinase-like;Tagatose/fructose_Pkinase	IPR002173;IPR011611;IPR017583;IPR022463;IPR029056		2.7.1.144			-	-0.630830898	0.55102275	-0.542035604	0.464404763	0.892341107	0.998860838	-0.039359747	-0.511447588	0.686862278	-0.878463824	0.560841521	0.919931507	0.996825293	-0.035551903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	151661460.7	95622124.39	164805610.9	85928080.99	146603265.3	84524448.97	111641387.5	85539597.51	128763906.2	133834169.9	147271207.9	132861700.1	147080073.9	155159606.9	142006468.5	182656584.9	1729949.58	13935605.09	2422459.929	22467032.82	1786560.201	12711408.67	1915025.69	22378469.75	981787.4833	10066309.28	852786.3766	9389036.002	2020758.538	12204965.8	637595.3173	22354000.03
Q99XI3	ecfT	SPy_2193	Energy-coupling factor transporter transmembrane protein EcfT OS=Streptococcus pyogenes serotype M1 OX=301447 GN=ecfT PE=3 SV=1	Energy-coupling factor transporter transmembrane protein EcfT {ECO:0000256|HAMAP-Rule:MF_01461}	CF transporter T component EcfT {ECO:0000256|HAMAP-Rule:MF_01461}		12	4	266	29.9	10.08		transmembrane transporter activity	integral component of membrane;plasma membrane	CbiQ	PF02361	ABC/ECF_trnsptr_transmembrane;EcfT	IPR003339;IPR024919			Transmembrane (T) component of an energy-coupling factor(ECF) ABC-transporter complex. Unlike classic ABC transportersthis ECF transporter provides the energy necessary to transport anumber of different substrates.	 Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_01461}.;Cell membrane {ECO:0000256|HAMAP-Rule:MF_01461}	-	0.085042343	0.051966178	-0.117152405	-0.266370085	0.451150509	0.930974226	-0.061628492	-0.045354692	0.293805013	0.09128068	0.104587176	0.166458791	0.996825293	0.111079544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43218350.83	45524115.9	45550648.73	39262643.78	40915261.29	45956213.59	39264034.87	48395011.41	27026335.81	26075209.35	26574606.24	24731495.26	31149060.45	26773294.84	29276252.81	17594394.71	NA	NA	NA	NA	NA	465805.6531	218478.5628	NA	460286.5756	NA	39587.5046	NA	316976.8095	NA	NA	NA
Q99YE6	manL	SPy_1738	Mannose-specific phosphotransferase system component IIAB OS=Streptococcus pyogenes serotype M1 OX=301447 GN=manL PE=4 SV=1				65	19	330	35.5	5.35	phosphoenolpyruvate-dependent sugar phosphotransferase system	D-glucosamine PTS permease activity;protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	cytoplasm;integral component of membrane	EIIA-man;PTSIIB_sorb	PF03610;PF03830	PTS_EIIA_man-typ;PTS_EIIA_man-typ_sf;PTS_IIA_man;PTS_IIB_sorbose-sp;PTS_IIB_sorbose-sp_sf	IPR004701;IPR004720;IPR033887;IPR036662;IPR036667					-	-0.05419212	0.076564941	0.006205672	0.058076777	0.569607124	0.938770035	0.021663817	0.011749995	0.046942385	-0.041558912	-0.004936107	0.930909233	0.996825293	0.00304934	0.505763905	0.325563085	0.251383546	0.200819838	0.01825631	0.037129982	0.320882593	-0.190127473	-0.263478114	-0.265044699	-0.111898508	0.067340215	0.095753279	-0.207637199	6393537927	5866313931	7126485257	6038345356	5444817222	5002433838	4327005147	4584826792	5519166133	5035054987	5842970603	4569697604	5015150625	4937146947	5398583415	4981164144	50642304.9	157663614.6	119839058.2	43116785.17	83035881.5	110188204.1	107664735.6	58222132.41	69494287.91	95053178.2	112118212	41239269.42	63210896.45	249604109.9	35688321.41	29294673.31
Q9A075	amiC	SPy_0902	Putative amidase OS=Streptococcus pyogenes serotype M1 OX=301447 GN=amiC PE=3 SV=1				38	12	484	53.1	6.1		amidase activity		Amidase	PF01425	Amidase;Amidase_CS;Amidase_dom;AS_sf	IPR000120;IPR020556;IPR023631;IPR036928					-	0.392323768	0.005863846	0.198034047	-0.137737516	0.323149158	0.905108007	0.114621036	3.19717659	-0.629436038	0.103750868	-0.458001121	0.507687728	0.996825293	0.553372575	-0.42771102	0.098145659	-0.464267036	-0.234115409	0.108853026	0.165142789	-0.256986952	NA	NA	NA	NA	NA	NA	NA	64717788.51	85861819.58	68391288.48	91008380.52	65190722.51	82665414.17	50667484.66	82570121.35	37190781.88	86390029.53	57408107.41	102625658.7	54230478.23	106042548.1	45846008.96	106582209.7	34362.02104	83424193.27	306369.0031	215651.5951	15207.57545	77970084.83	194205.7454	671886.3811	46233.09681	84817259.03	146613.941	197529.1898	102661.2841	108882243.2	102672.0031	NA
Q99XS1	pepDB	M5005_Spy1758;SPy_2066	Probable dipeptidase B OS=Streptococcus pyogenes serotype M1 OX=301447 GN=pepDB PE=3 SV=1	Probable dipeptidase B			17	7	498	55.5	8.68		dipeptidase activity		Peptidase_C69	PF03577	Peptidase_C69	IPR005322		3.4.-.-			-	-0.07195157	0.646014687	0.167991643	0.677062808	0.089535244	0.751450482	0.354779392	-0.819372924	0.805403923	0.177874657	0.889694353	0.477447289	0.996825293	0.263400002	NA	NA	NA	NA	NA	NA	NA	1.843503332	0.769647399	1.425353474	2.6795449	0.007781577	0.016002437	1.679512276	141997270.8	121247433.3	140767973.3	89827626.56	142517886	132350023.1	129803230.4	119783469.3	108731024.3	81352781.86	140115721.2	102403653	113710832.4	110569251.9	147853068.2	102762808.8	4982058.765	11321353.38	11619306.46	4537913.349	4771356.728	7321177.576	9459956.64	5393184.286	2458260.84	8516850.895	12749151.65	4378898.657	4502230.813	12156189.47	10616469.1	3099970.388
Q9A0E7		SPy_0807	Uncharacterized protein OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_0807 PE=4 SV=1				47	24	736	82.9	7.11		metal ion binding;sulfuric ester hydrolase activity	integral component of membrane	Sulfatase	PF00884	Alkaline_Pase-like_a/b/a;Alkaline_phosphatase_core_sf;LtaS-like;Sulfatase_N	IPR000917;IPR012160;IPR017849;IPR017850					-	-0.085717187	0.038984439	-0.060504378	-0.041201203	0.330644013	0.905108007	-0.037109582	-0.100003609	0.071634093	-0.076659371	-0.069395963	0.378154512	0.996825293	-0.043606212	1.463815318	1.116456725	1.789802333	1.591931857	0.000311528	0.001495027	1.490501558	2.098082839	1.8351019	1.211430804	1.082447877	0.001881633	0.005052125	1.556765855	1120682558	963731908.5	1052992539	926971196.7	1049324935	1018856136	945247983.9	1153847010	1012382488	966609404.9	1049348022	877699436.6	1210561321	1165090790	1119989716	1107420343	140509450.7	32461437.08	149621656.8	15120874.01	149956289.2	33358154.87	230258272.7	16781788.77	219057871.2	33647762.78	116314308.6	25915614.55	256864271.1	33774556.28	276720195.2	17999919.68
