locus_tag	old_locus_tag	Gene_name	UniProt	protein_id	Pfam	eggNOG_PFAMs	Interpro	RBP_type	OOPS_rep1	OOPS_rep2	OOPS_rep3	OOPS_rep4	OOPS_mean	OOPS_p_val	OOPS_p_adj	RNA_binding_sites	Novel_RBP	product	Bacteria_OGs	Firmicutes_OGs	eco-shchepachev	eco-queiroz	eco-monti	eco-stenum	sal-urdaneta	sau-chu
SPY_RS07865	SPy_1897	ykuT	Q99Y32	WP_002982833.1	MS_channel	MS_channel	"LSM_dom;MscC_channel_C;MscS_channel;MscS_channel_TM-2"	-	-1.258793624	3.107180142	-0.02593694	1.404306576	0.806689039	0.367897536	0.458918112	-	No	mechanosensitive ion channel family protein	COG0668	1TR9Z	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS07870	SPy_1898	ywlG	Q99Y31	WP_002995157.1	DUF436	DUF436	DUF436	-	-	-	-	-	-	-	-	-	No	TIGR01440 family protein	COG4475	1V3H0	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP
SPY_RS07875	SPy_1899	hmpT	Q99Y30	WP_002988139.1	ECF-ribofla_trS	ECF-ribofla_trS	ECF_substrate-spec-like	-	-	-	-	-	-	-	-	-	No	ECF transporter S component	COG4720	1VBBN	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS07880	SPy_1900	thiD	Q99Y29	WP_002988136.1	Phos_pyr_kin	Phos_pyr_kin	"PM/HMP-P_kinase-1;Ribokinase-like"	-	-	-	-	-	-	-	-	197C	No	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	COG0351	1TQ4A	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS07885	SPy_1901	truA	P65850	WP_002988132.1	PseudoU_synth_1	PseudoU_synth_1	"PsdUridine_synth_cat_dom;PsdUridine_synth_TruA;PsdUridine_synth_TruA_a/b_dom;PsdUridine_synth_TruA_C;PsdUridine_synth_TruA_N"	RNA modification	2.814463724	2.80140785	2.640805337	2.353341645	2.652504639	0.0000127	0.000255907	"76L; 78F; 80L; 81D; 110T; 111Y; 134Y; 236S"	No	tRNA pseudouridine(38-40) synthase TruA	COG0101	1TQUY	RBP	no_RBP	no_RBP	no_RBP	no_RBP	RBP
SPY_RS07925	SPy_1903	SPy_1903	Q99Y27	WP_010922654.1	Gly_kinase	Gly_kinase	"Glyc_kinase_flavodox-like-dom;Glycerate_kinase"	-	-	-	-	-	-	-	-	-	No	glycerate kinase	COG1929	1V366	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS07930	SPy_1904	hsdR	Q99Y26	WP_010922655.1	"EcoR124_C;HSDR_N;ResIII"	EcoR124_C,HSDR_N,ResIII	"Helicase/UvrB_dom;Helicase_ATP-bd;P-loop_NTPase;Restrct_endonuc_type1_HsdR_N;Restrct_endonuc_typeI_HsdR;TypeI_RM_Rsu_C"	-	0.44626607	0.511846046	0.298484392	0.247342505	0.375984753	0.009412177	0.021303905	-	No	type I restriction endonuclease subunit R	COG0610	1TP7S	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	RBP
SPY_RS07935	SPy_1905	hsdS	Q99Y25	WP_010922656.1	Methylase_S	Methylase_S	Restrct_endonuc_typeI_HsdS	-	0.698104716	0.3559833	1.094788042	0.247342505	0.599054641	0.024565357	0.04742972	-	No	restriction endonuclease subunit S	COG0732	1TP5N	RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS07940	SPy_1906	hsdM	Q99Y24	WP_010922657.1	"HsdM_N;N6_Mtase"	HsdM_N,N6_Mtase	"D12N6_MeTrfase_N;DNA_methylase_A-5;DNA_methylase_N6_adenine_CS;Restrct_endonuc_typeI_HsdM;SAM-dependent_MTases"	-	0.462185396	-3.519698285	0.435777862	0.378171946	-0.56089077	0.53879167	0.623162893	-	No	type I restriction-modification system subunit M	COG0286	1TPGZ	no_RBP	RBP	no_RBP	no_RBP	no_RBP	RBP
SPY_RS07950	SPy_1908	salR	Q99Y23	WP_010922658.1	"GerE;Response_reg"	GerE,Response_reg	"CheY-like_superfamily;Sig_transdc_resp-reg_C-effctor;Sig_transdc_resp-reg_receiver;Tscrpt_reg_LuxR_C;WHTH_DNA-bd_dom"	-	-	-	-	-	-	-	-	-	No	response regulator transcription factor	COG2197	1V0R9	RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS07960	SPy_1911	SPy_1911	Q99Y22	WP_010922659.1	FtsX	FtsX	"ABC_permease_BceB-typ;ABC_permease_dom"	-	-	-	-	-	-	-	-	-	No	FtsX-like permease family protein	COG0577	1TR2D	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS07965	SPy_1912	SPy_1912	Q99Y21	WP_000812013.1	ABC_tran	ABC_tran	"AAA+_ATPase;ABC_transporter-like;ABC_transporter_CS;P-loop_NTPase"	-	-	-	-	-	-	-	-	-	No	ABC transporter ATP-binding protein	COG1136	1TNZG	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS07975	SPy_1914	salB	Q99Y20	WP_011285715.1	DUF4135	DUF4135,LANC_like	"DUF4135;Lanti_2_LanM"	-	-	-	-	-	-	-	-	-	No	DUF4135 domain-containing protein	COG4403	1TS6F	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS07980	SPy_1915	SPy_1915	Q99Y19	WP_002982773.1	L_biotic_typeA	-	Lantibiotic_typ-A_Lactobact	-	-	-	-	-	-	-	-	-	No	type A2 lanthipeptide	-	-	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS07985	SPy_1916	lacG	Q99Y18	WP_010922661.1	Glyco_hydro_1	Glyco_hydro_1	"6P-beta-galactosidase;Glyco_hydro_1;Glyco_hydro_1_AS;Glyco_hydro_catalytic_dom;Glycoside_hydrolase_SF"	-	-	-	-	-	-	-	-	-	No	6-phospho-beta-galactosidase	COG2723	1TP19	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS07990	SPy_1917	lacE	Q99Y17	WP_010922662.1	"PTS_EIIC;PTS_IIB"	PTS_EIIC,PTS_IIB	"PTS_EIIB_2/3;PTS_EIIB_3;PTS_EIIC;PTS_EIIC_3;PTS_IIC_lac_spec"	-	1.916361864	2.524694507	2.187885788	1.877575983	2.126629536	0.000087	0.000642833	-	No	lactose-specific PTS transporter subunit EIIC	COG1440	1TQPV	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS07995	SPy_1918	lacF	Q99Y16	WP_002982760.1	PTS_IIA	PTS_IIA	PTS_IIA_lac	-	-	-	-	-	-	-	-	-	No	PTS lactose/cellobiose transporter subunit IIA	COG1447	1VVHG	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08000	SPy_1919	lacD	P63705	WP_002982755.1	DeoC	DeoC	"Aldolase_TIM;DeoC/FbaB/lacD_aldolase;Tag_1.6-dipho_adolase"	-	-	-	-	-	-	-	-	-	No	tagatose-bisphosphate aldolase	COG3684	1TQRR	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS08005	SPy_1921	lacC	Q99Y14	WP_010922663.1	PfkB	PfkB	"Carboh/pur_kinase_PfkB_CS;LacC;PfkB_dom;Ribokinase-like;T6P/1PhK_N_dom;Tagatose/fructose_Pkinase"	-	-	-	-	-	-	-	-	-	No	tagatose-6-phosphate kinase	COG1105	1TR9H	RBP	RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS08010	SPy_1922	lacB	Q99Y13	WP_002988082.1	LacAB_rpiB	LacAB_rpiB	"LacB;RpiB_LacA_LacB"	-	-	-	-	-	-	-	-	-	No	galactose-6-phosphate isomerase subunit LacB	COG0698	1U9Y4	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS08015	SPy_1923	lacA	Q99Y12	WP_010922664.1	LacAB_rpiB	LacAB_rpiB	"LacA;RpiB_LacA_LacB"	-	-	-	-	-	-	-	-	-	No	galactose-6-phosphate isomerase subunit LacA	COG0698	1V3HE	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08020	SPy_1924	lacR	Q99Y11	WP_002982738.1	"DeoRC;HTH_DeoR"	DeoRC,HTH_DeoR	"DeoR_C;HTH_DeoR_N;Tscrpt_reg_HTH_DeoR_CS;WHTH_DNA-bd_dom"	-	-	-	-	-	-	-	-	-	No	DeoR/GlpR family DNA-binding transcription regulator	COG1349	1UZ14	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	RBP
SPY_RS08025	SPy_1926	SPy_1926	Q99Y10	WP_002988079.1	-	-	-	-	-	-	-	-	-	-	-	"22A; 23M"	No	DNA-damage-inducible protein J	30964	1U4H9	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS08030	SPy_1927	SPy_1927	Q99Y09	WP_010922665.1	Plasmid_stabil	ParE_toxin	RelE/ParE_toxin	-	-0.641454193	2.439497331	1.945672585	2.903127752	1.661710869	0.066823216	0.111195945	"23D; 24Y"	No	type II toxin-antitoxin system RelE/ParE family toxin	COG3668	COG3668	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP	no_homolog
SPY_RS08045	SPy_1931	rpsI	P66648	WP_002982716.1	Ribosomal_S9	Ribosomal_S9	"Ribosomal_S5_D2-typ_fold;Ribosomal_S5_D2-typ_fold_subgr;Ribosomal_S9;Ribosomal_S9_bac/plastid;Ribosomal_S9_CS"	Ribosomal protein	1.925944129	2.368177338	1.925821991	1.698194412	1.979534468	0.0000948	0.000671017	"1M; 2A; 36E; 37E; 40P; 41H; 83I; 94F; 105T"	No	30S ribosomal protein S9	COG0103	1V3MQ	RBP	RBP	RBP	RBP	no_RBP	RBP
SPY_RS08050	SPy_1932	rplM	Q99Y07	WP_010922666.1	Ribosomal_L13	Ribosomal_L13	"Ribosomal_L13;Ribosomal_L13_bac-type;Ribosomal_L13_CS;Ribosomal_L13_dom"	Ribosomal protein	3.960760055	4.1567132	3.900344964	3.683280245	3.925274616	0.00000192	0.000206812	"17W; 71A; 73D; 82Y; 83P; 101R; 111L; 112P; 144I; 146G; 148I"	No	50S ribosomal protein L13	COG0102	1V3HX	no_RBP	RBP	RBP	RBP	RBP	RBP
SPY_RS08055	SPy_1934	SPy_1934	Q99Y06	WP_002982695.1	HTH_3	HTH_3	"Cro/C1-type_HTH;Lambda_DNA-bd_dom"	-	-	-	-	-	-	-	-	-	No	helix-turn-helix transcriptional regulator	COG1476	1VERT	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS08060	SPy_1935	SPy_1935	Q99Y05	WP_002988070.1	-	-	-	-	-	-	-	-	-	-	-	-	No	hypothetical protein	304XP	1TXDQ	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS08065	SPy_1936	yitS	P67374	WP_002982687.1	DegV	DegV	DegV	-	1.055215552	1.109179823	1.215998492	0.948788334	1.08229555	0.000127963	0.000795726	"56A; 59H; 164L; 165V"	Yes	DegV family protein	COG1307	1TQDI	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS08070	SPy_1937	yacP	Q99Y03	WP_002982682.1	NYN_YacP	NYN_YacP	DUF901	-	-	-	-	-	-	-	-	-	No	NYN domain-containing protein	COG3688	1V9XR	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_RBP
SPY_RS08075	SPy_1938	rlmB	Q99Y02	WP_010922667.1	"SpoU_methylase;SpoU_sub_bind"	SpoU_methylase,SpoU_sub_bind	"Alpha/beta_knot_MTases;L30e-like;rRNA_MeTrfase_TrmH;SpoU_MeTrfase;SpoU_subst-bd;tRNA_m1G_MTases_N"	RNA modification	2.013688672	1.992144055	1.840736471	2.687155303	2.133431125	0.000189143	0.001027475	"8E; 13V; 14Y; 15G"	No	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	COG0566	1TP9G	RBP	RBP	RBP	RBP	no_RBP	RBP
SPY_RS08080	SPy_1939	SPy_1939	Q99Y01	WP_010922668.1	-	-	-	-	2.353341645	1.886119629	2.454168995	1.968966171	2.16564911	0.0000652	0.000574323	-	No	hypothetical protein	304WX	1TXC5	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS08085	SPy_1940	mrnC	Q99Y00	WP_002982672.1	Ribonuclease_3	Ribonuclease_3	"Mini3_fam;RNase_III_dom"	RNase	-	-	-	-	-	-	-	-	No	Mini-ribonuclease 3	COG1939	1VA5V	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	RBP
SPY_RS08090	SPy_1941	cysS	Q99XZ9	WP_010922669.1	"DALR_2;tRNA-synt_1e"	DALR_2,tRNA-synt_1e,tRNA-synt_1g	"Cys-tRNA-ligase;Cys-tRNA-synt_Ia_DALR;Cys-tRNA/MSH_ligase;Rossmann-like_a/b/a_fold;tRNAsynth_1a_anticodon-bd"	tRNA ligase	1.770914621	0.658773435	1.135867615	0.200474743	0.941507604	0.030202526	0.056638145	180P	No	cysteine--tRNA ligase	COG0215	1TP9D	RBP	RBP	RBP	no_RBP	no_RBP	no_RBP
SPY_RS08095	SPy_1942	SPy_1942	Q99XZ8	WP_010922670.1	-	-	-	-	-	-	-	-	-	-	-	-	No	hypothetical protein	304YB	1TXEK	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS08100	SPy_1944	cysE	Q99XZ7	WP_010922671.1	Hexapep	Hexapep	"Hexapep_transf;Ser_O-AcTrfase;Trimer_LpxA-like"	-	-	-	-	-	-	-	-	-	No	serine O-acetyltransferase	COG1045	1TR42	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS08105	SPy_1945	SPy_1945	Q99XZ6	WP_010922672.1	SseB	SseB	SseB_N	-	0.907147319	0.74586243	1.40057849	1.749142695	1.200682733	0.003707867	0.010136443	-	No	SseB family protein	33YRI	1VY65	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS08110	SPy_1946	pnp	Q99XZ5	WP_010922673.1	"KH_1;PNPase;RNase_PH;RNase_PH_C;S1"	KH_1,PNPase,RNase_PH,RNase_PH_C,S1	"ExoRNase_PH_dom1;ExoRNase_PH_dom2;KH_dom;KH_dom_type_1;NA-bd_OB-fold;PNPase;PNPase/RNase_PH_dom;PNPase_PH_RNA-bd_bac/org-type;Rbsml_prot_S1_RNA-bd_dom;Ribosomal_S5_D2-typ_fold;S1_dom"	RNase	1.672762622	2.302214075	2.264067599	1.993086541	2.058032709	0.0000914	0.000652349	"78R; 79E; 80G; 193E; 636E; 638F; 641F"	No	polyribonucleotide nucleotidyltransferase	COG1185	1TQDW	RBP	RBP	RBP	RBP	RBP	RBP
SPY_RS08115	SPy_1947	tal	Q99XZ4	WP_010922674.1	Transaldolase	TAL_FSA	"Aldolase_TIM;Transald_staph-type;Transaldolase"	-	-	-	-	-	-	-	-	-	No	transaldolase	COG0176	1TP4Q	no_RBP	RBP	RBP	no_RBP	no_RBP	no_RBP
SPY_RS08120	SPy_1949	ulaA	Q99XZ3	WP_010922675.1	EIIC-GAT	EIIC-GAT	PTS_sugar-sp_permease	-	-	-	-	-	-	-	-	-	No	PTS ascorbate transporter subunit IIC	COG3037	1TQK5	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS08125	SPy_1950	SPy_1950	Q99XZ2	WP_002982644.1	PTS_IIB	PTS_IIB	"PTS_EIIB_2;PTS_EIIB_2/3"	-	-	-	-	-	-	-	-	-	No	PTS sugar transporter subunit IIB	COG3414	1VAWY	RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08130	SPy_1952	SPy_1952	Q99XZ1	WP_010922676.1	"PRD;PTS_EIIA_2"	Mga,PRD,PTS_EIIA_2,PTS_IIB	"PRD;PTrfase/Anion_transptr;PTS_EIIA_type-2_dom;PTS_EIIB_2;PTS_EIIB_2/3"	-	-	-	-	-	-	-	-	-	No	BglG family transcription antiterminator	COG1762	1TQT1	RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS08135	SPy_1955	rpsO	Q99XZ0	WP_010922677.1	Ribosomal_S15	Ribosomal_S15	"Ribosomal_S15;Ribosomal_S15_bac-type;S15_NS1_RNA-bd"	Ribosomal protein	0.700365949	1.092612756	0.871149124	1.1027895	0.941729332	0.000669232	0.002608767	"8K; 69Y; 86G"	No	30S ribosomal protein S15	COG0184	1VA5C	RBP	RBP	RBP	no_RBP	no_RBP	RBP
SPY_RS08140	SPy_1957	SPy_1957	Q99XY8	WP_002982627.1	-	HTH_Crp_2,cNMP_binding	-	-	-	-	-	-	-	-	-	-	No	transcriptional regulator	COG0664	1V2AH	RBP	RBP	RBP	RBP	no_RBP	no_homolog
SPY_RS08145	SPy_1958	def	P68771	WP_002982624.1	Pep_deformylase	Pep_deformylase	"Fmet_deformylase;Peptide_deformylase"	-	1.297799043	1.484431361	1.147626786	1.206028319	1.283971377	0.000102853	0.000698402	"36L; 39C; 96E; 99P; 130G; 131C; 147R"	Yes	peptide deformylase	COG0242	1V5C6	RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08150	SPy_1959	SPy_1959	Q99XY6	WP_010922679.1	FMN_red	FMN_red	"Flavoprotein-like;FMN_Rdtase-like"	-	6.628777034	-6.657235869	6.628777034	1.031825802	1.908036	0.51232239	0.597472925	-	No	NADPH-dependent FMN reductase	COG0431	1VAI8	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08155	SPy_1960	SPy_1960	Q99XY5	WP_002982615.1	MarR	MarR	"HTH_MarR-typ;WHTH_DNA-bd_dom"	-	1.04691217	2.867643608	1.188979541	2.433407508	1.884235707	0.007486998	0.017858506	131C	Yes	MarR family transcriptional regulator	COG1846	1VB3Q	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08160	SPy_1961	polC	P0C0B8	WP_010922680.1	"DNA_pol3_a_NI;DNA_pol3_a_NII;DNA_pol3_alpha;HHH_6;PHP;RNase_T"	DNA_pol3_a_NI,DNA_pol3_a_NII,DNA_pol3_alpha,HHH_6,PHP,RNase_T,tRNA_anti-codon	"DNA_pol3_alpha;DNA_polC-like_N_II;DNA_polC-type_N_I;DNAPol_HHH;DnaQ;Exonuclease;Exonuclease_RNaseT/DNA_pol3;NA-bd_OB-fold;PHP_C;Pol/His_phosphatase_N;Pol/histidinol_Pase-like;PolC_gram_pos;RNaseH-like_dom"	-	0.107643126	0.524247203	-0.272799627	0.222840767	0.145482867	0.395019672	0.484849218	-	No	PolC-type DNA polymerase III	COG2176	1TPAG	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	RBP
SPY_RS08165	SPy_1962	proS	Q99XY4	WP_010922681.1	"HGTP_anticodon;tRNA-synt_2b;tRNA_edit"	HGTP_anticodon,tRNA-synt_2b,tRNA_edit	"aa-tRNA-synt_IIb_cons-dom;aa-tRNA-synth_II;Anticodon-bd;Pro-tRNA-ligase_IIa;Pro-tRNA-synth_IIa_bac-type;Pro-tRNA-Synthase_IIa_type1;YbaK/aa-tRNA-synth-assoc-dom"	tRNA ligase	0.670206544	0.596328696	0.564019978	0.36096579	0.547880252	0.002564298	0.007629467	"565K; 568D"	No	proline--tRNA ligase	COG0442	1TRBV	RBP	RBP	RBP	RBP	no_RBP	RBP
SPY_RS08170	SPy_1963	rseP	Q99XY3	WP_010922682.1	"PDZ_2;Peptidase_M50"	PDZ_2,Peptidase_M50	"PDZ;Pept_M50_Zn;Peptidase_M50"	-	1.250036293	1.144532138	1.044078032	0.993495479	1.108035486	0.000119747	0.000772339	-	No	RIP metalloprotease RseP	COG0750	1TPMC	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS08175	SPy_1964	cdsA	Q99XY2	WP_002982606.1	CTP_transf_1	CTP_transf_1	PC_trans	-	-	-	-	-	-	-	-	-	No	phosphatidate cytidylyltransferase	COG4589	1TT0Q	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog	no_RBP
SPY_RS08180	SPy_1965	uppS	Q99XY1	WP_010922683.1	Prenyltransf	Prenyltransf	"UPP_synth-like;UPP_synth-like_CS"	-	-0.72723257	-0.434097872	-1.200384925	1.07829071	-0.320856164	0.487979304	0.575460187	-	No	isoprenyl transferase	COG0020	1TQTS	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS08185	SPy_1968	yajC	Q99XY0	WP_011285724.1	YajC	YajC	Preprotein_translocase_YajC	-	0.572834547	1.175497646	0.336994126	1.346954331	0.858070162	0.014566024	0.030433231	-	No	preprotein translocase subunit YajC	COG1862	COG1862	RBP	no_RBP	no_RBP	RBP	no_RBP	no_homolog
SPY_RS08190	SPy_1971	bta	Q99XX9	WP_010922685.1	Thioredoxin	Thioredoxin,TraF	"Thioredoxin-like_fold;Thioredoxin_domain"	-	-	-	-	-	-	-	-	-	No	thioredoxin domain-containing protein	COG0526	1VH4P	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08195	SPy_1972	pulA	Q99XX8	WP_010922686.1	"Alpha-amylase;CBM_48;Gram_pos_anchor;PUD"	Alpha-amylase,Big_2,CBM_48,G5,Gram_pos_anchor,PUD,SLH,YSIRK_signal	"Carb-bd-like_fold;Glyco_hydro_13;Glyco_hydro_13_cat_dom;Glyco_hydro_13_N;Glyco_hydro_catalytic_dom;Glycoside_hydrolase_SF;Gram-positive_anchor;Ig-like_fold;Ig_E-set;LPXTG_anchor;PUD;Pullulan_Gpos"	-	0.029176535	-0.297615713	0.172399325	-0.102475547	-0.04962885	0.663179314	0.728977783	-	No	pullulanase	COG1523	1TP3M	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08200	SPy_1973	dexB	Q99XX7	WP_011285728.1	Alpha-amylase	Alpha-amylase,DUF3459,Malt_amylase_C	"Glyco_hydro_13;Glyco_hydro_13_b;Glyco_hydro_13_cat_dom;Glyco_hydro_13_sub_cat_dom;Glyco_hydro_catalytic_dom;Glycoside_hydrolase_SF"	-	-	-	-	-	-	-	-	-	No	alpha-glucosidase	COG0366	1TP53	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS08205	SPy_1976	ugpC	Q99XX6	WP_010922688.1	"ABC_tran;TOBE"	ABC_tran,TOBE,TOBE_2	"AAA+_ATPase;ABC_transporter-like;ABC_transporter_CS;Mo/tungstate-bd_C_term_dom;NA-bd_OB-fold;P-loop_NTPase;Transp-assoc_OB_typ1"	-	0.718432389	1.212054854	1.00672249	1.197321397	1.033632782	0.000731966	0.002788757	-	No	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	COG3842	1TP2M	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	RBP
SPY_RS08210	SPy_1978	lrp	Q99XX5	WP_010922689.1	HTH_30	HTH_30	"Homeodomain-like;PucR_C-HTH_dom"	-	-	-	-	-	-	-	-	-	No	PucR family transcriptional regulator	COG2508	1V649	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS08215	SPy_1979	ska	P10520	WP_010922690.1	Staphylokinase	-	"SAK/SK;SK"	-	-	-	-	-	-	-	-	-	No	streptokinase	-	-	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
SPY_RS08220	SPy_1980	dtd	P63999	WP_010922691.1	Tyr_Deacylase	Tyr_Deacylase	"Daa-tRNA_deacyls_DTD;DTD-like_dom"	Other RBP	1.225522949	1.790955256	1.457556681	1.932522254	1.601639285	0.000346769	0.001611798	"76V; 77S; 78Q"	No	D-aminoacyl-tRNA deacylase	COG1490	1V6GH	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS08225	SPy_1981	relA	Q99XX3	WP_002988003.1	"RelA_SpoT;TGS"	ACT_4,HD_4,RelA_SpoT,TGS	"ACT_dom;Beta-grasp_dom;HD/PDEase_dom;RelA/Spo_fam;RelA_SpoT;TGS;TGS-like"	-	0.91326992	0.93462458	0.44683365	0.62726704	0.730498797	0.003043186	0.008745266	-	No	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	COG0317	1TNYZ	RBP	no_RBP	no_RBP	no_RBP	no_RBP	RBP
SPY_RS08230	SPy_1983	slc1	Q7DAL3	WP_010922693.1	"Collagen;Gram_pos_anchor"	Collagen	"Collagen;Gram-positive_anchor;Gram_pos_anchor;LPXTG_anchor"	-	-0.941443468	0.519483824	-0.676591141	0.171692664	-0.23171453	0.480443899	0.567368531	-	No	adhesin Scl1	COG1196	COG1196	no_RBP	no_RBP	no_RBP	no_RBP	RBP	no_homolog
SPY_RS08235	SPy_1984	nrdI	Q99XX2	WP_010922694.1	Flavodoxin_NdrI	Flavodoxin_NdrI	"Flavoprotein-like;RNR_NrdI"	-	0.560750888	5.306946264	1.98712918	1.553259935	2.352021567	0.052321804	0.089360972	-	No	class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI	COG1780	1V71V	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08240	SPy_1985	rgfB	Q99XX1	WP_010922695.1	Exo_endo_phos	Exo_endo_phos	Endo/exonuclease/phosphatase	-	-	-	-	-	-	-	-	-	No	endonuclease/exonuclease/phosphatase family protein	COG3568	1TQZG	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_homolog
SPY_RS08245	SPy_1986	ptsG	Q99XX0	WP_010922696.1	"PTS_EIIA_1;PTS_EIIB;PTS_EIIC"	PTS_EIIA_1,PTS_EIIB,PTS_EIIC	"Dup_hybrid_motif;PTrfase_EIIB_Cys;PTS_EIIA_1_perm;PTS_EIIC;PTS_EIIC_1;PTS_IIB_1;PTS_IIBC"	-	-	-	-	-	-	-	-	-	No	PTS transporter subunit IIBC	COG1263	1TPJ8	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS08250	SPy_1987	rsmE	Q99XW9	WP_010922697.1	Methyltrans_RNA	Methyltrans_RNA	"Alpha/beta_knot_MTases;PUA-like_domain;rRNA_ssu_MeTrfase-E;tRNA_m1G_MTases_N"	-	-	-	-	-	-	-	-	-	No	16S rRNA (uracil(1498)-N(3))-methyltransferase	COG1385	1V1CT	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS08255	SPy_1988	prmA	Q99XW8	WP_010922698.1	-	PrmA	"Ribosomal_PrmA_MeTrfase;SAM-dependent_MTases"	-	-0.443989891	-0.606667556	0.600413085	0.1794414	-0.067700741	0.795951596	0.848343346	-	No	50S ribosomal protein L11 methyltransferase	COG2264	1TPKI	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP	no_RBP
SPY_RS08260	SPy_1989	SPy_1989	Q99XW7	WP_011285734.1	DUF3013	DUF3013	DUF3013	-	2.516798438	1.430771493	2.569063356	1.378230175	1.973715866	0.001975752	0.006262568	-	No	DUF3013 family protein	32W75	1VFZQ	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog	no_homolog
